file,status,n_chunks,n_ticker_missing,elapsed_seconds,error
NASDAQ_ALXN_2017.parquet,ok,34,0,2.4,
NASDAQ_ALXN_2018.PDF.parquet,ok,298,0,2.4,
NASDAQ_ALXN_2019.parquet,ok,383,0,3.3,
NASDAQ_ALYA_2019.parquet,ok,15,0,1.4,
NASDAQ_ALYA_2020.parquet,ok,16,0,1.3,
NASDAQ_ALYA_2021.parquet,ok,16,0,1.3,
NASDAQ_AMAG_2016.parquet,ok,435,0,4.0,
NASDAQ_AMAG_2017.parquet,ok,384,0,2.7,
NASDAQ_AMAG_2018.parquet,ok,376,0,2.6,
NASDAQ_AMAG_2019.parquet,ok,524,0,3.8,
NASDAQ_AMAL_2020.parquet,ok,281,0,6.1,
NASDAQ_AMAL_2021.parquet,ok,235,0,2.2,
NASDAQ_AMAL_2022.parquet,ok,229,0,2.3,
NASDAQ_AMAT_2019.parquet,ok,82,0,2.1,
NASDAQ_AMAT_2020.parquet,ok,20,0,2.0,
NASDAQ_AMAT_2021.parquet,ok,146,0,2.0,
NASDAQ_AMAT_2022.parquet,ok,140,0,1.9,
NASDAQ_AMBA_2019.parquet,ok,201,0,1.9,
NASDAQ_AMBA_2020.parquet,ok,195,0,2.0,
NASDAQ_AMBA_2021.parquet,ok,195,0,5.3,
NASDAQ_AMBA_2022.parquet,ok,195,0,2.0,
NASDAQ_AMBC_2019.parquet,ok,359,0,2.9,
NASDAQ_AMBC_2020.parquet,ok,371,0,2.6,
NASDAQ_AMBC_2021.parquet,ok,357,0,2.5,
NASDAQ_AMBC_2022.parquet,ok,97,0,3.5,
NASDAQ_AMCX_2019.parquet,ok,206,0,2.0,
NASDAQ_AMCX_2020.parquet,ok,253,0,2.2,
NASDAQ_AMCX_2021.parquet,ok,232,0,8.3,
NASDAQ_AMCX_2022.parquet,ok,196,0,2.3,
NASDAQ_AMD_2019.parquet,ok,12,0,2.3,
NASDAQ_AMD_2020.parquet,ok,249,0,2.5,
NASDAQ_AMD_2021.parquet,ok,180,0,2.1,
NASDAQ_AMD_2022.parquet,ok,192,0,2.2,
NASDAQ_AMED_2018.parquet,ok,188,0,2.6,
NASDAQ_AMED_2019.parquet,ok,193,0,2.2,
NASDAQ_AMED_2020.parquet,ok,29,0,3.0,
NASDAQ_AMED_2021.parquet,ok,28,0,2.9,
NASDAQ_AMEH_2017.parquet,ok,380,0,3.5,
NASDAQ_AMEH_2018.parquet,ok,239,0,2.5,
NASDAQ_AMEH_2019.parquet,ok,272,0,6.4,
NASDAQ_AMEH_2020.parquet,ok,269,0,2.3,
NASDAQ_AMEH_2021.parquet,ok,254,0,2.1,
NASDAQ_AMGN_2019.parquet,ok,248,0,3.2,
NASDAQ_AMGN_2020.parquet,ok,277,0,2.3,
NASDAQ_AMGN_2021.parquet,ok,276,0,2.6,
NASDAQ_AMGN_2022.parquet,ok,274,0,2.4,
NASDAQ_AMKR_2018.parquet,ok,145,0,1.8,
NASDAQ_AMKR_2019.parquet,ok,147,0,1.9,
NASDAQ_AMKR_2020.parquet,ok,148,0,10.8,
NASDAQ_AMKR_2021.parquet,ok,171,0,2.8,
NASDAQ_AMNB_2019.parquet,ok,14,0,1.4,
NASDAQ_AMNB_2020.parquet,ok,13,0,1.3,
NASDAQ_AMNB_2021.parquet,ok,10,0,1.2,
NASDAQ_AMNB_2022.parquet,ok,11,0,4.0,
NASDAQ_AMPH_2018.parquet,ok,277,0,18.8,
NASDAQ_AMPH_2019.parquet,ok,314,0,9.3,
NASDAQ_AMPH_2020.parquet,ok,296,0,7.6,
NASDAQ_AMPH_2021.parquet,ok,288,0,4.1,
NASDAQ_AMRB_2016.parquet,ok,110,0,6.5,
NASDAQ_AMRB_2017.parquet,ok,115,0,2.5,
NASDAQ_AMRB_2018.parquet,ok,110,0,1.9,
NASDAQ_AMRB_2019.parquet,ok,103,0,2.0,
NASDAQ_AMRH_2016.parquet,ok,130,0,5.4,
NASDAQ_AMRH_2017.parquet,ok,141,0,4.3,
NASDAQ_AMRH_2018.parquet,ok,138,0,2.3,
NASDAQ_AMRK_2017.parquet,ok,180,0,2.8,
NASDAQ_AMRK_2018.parquet,ok,175,0,8.3,
NASDAQ_AMRK_2019.parquet,ok,177,0,2.3,
NASDAQ_AMRK_2020.parquet,ok,189,0,2.3,
NASDAQ_AMRK_2021.parquet,ok,215,0,2.5,
NASDAQ_AMRN_2017.parquet,ok,516,0,15.8,
NASDAQ_AMRN_2018.parquet,ok,439,0,11.5,
NASDAQ_AMRN_2019.parquet,ok,364,0,13.9,
NASDAQ_AMRN_2020.parquet,ok,371,0,5.7,
NASDAQ_AMRN_2021.parquet,ok,533,0,4.1,
NASDAQ_AMRS_2016.parquet,ok,315,0,7.4,
NASDAQ_AMRS_2017.parquet,ok,257,0,4.4,
NASDAQ_AMRS_2018.parquet,ok,636,0,4.0,
NASDAQ_AMRS_2019.parquet,ok,354,0,5.4,
NASDAQ_AMRS_2020.parquet,ok,226,0,11.3,
NASDAQ_AMSC_2019.parquet,ok,123,0,2.4,
NASDAQ_AMSC_2020.parquet,ok,132,0,2.1,
NASDAQ_AMSC_2021.parquet,ok,124,0,2.4,
NASDAQ_AMSC_2022.parquet,ok,152,0,2.6,
NASDAQ_AMSF_2019.parquet,ok,141,0,2.2,
NASDAQ_AMSF_2020.parquet,ok,168,0,1.9,
NASDAQ_AMSF_2021.parquet,ok,140,0,8.9,
NASDAQ_AMSF_2022.parquet,ok,372,0,4.3,
NASDAQ_AMSWA_2019.parquet,ok,161,0,2.9,
NASDAQ_AMSWA_2020.parquet,ok,162,0,2.0,
NASDAQ_AMSWA_2021.parquet,ok,153,0,1.8,
NASDAQ_AMSWA_2022.parquet,ok,144,0,1.7,
NASDAQ_AMTBB_2019.parquet,ok,334,0,2.5,
NASDAQ_AMTBB_2020.parquet,ok,333,0,2.5,
NASDAQ_AMTBB_2021.parquet,ok,36,0,3.0,
NASDAQ_AMTX_2017.parquet,ok,166,0,8.5,
NASDAQ_AMTX_2018.parquet,ok,176,0,2.8,
NASDAQ_AMTX_2019.parquet,ok,175,0,3.9,
NASDAQ_AMTX_2020.parquet,ok,213,0,2.5,
NASDAQ_AMTX_2021.parquet,ok,209,0,2.3,
NASDAQ_AMWD_2019.parquet,ok,118,0,2.0,
NASDAQ_AMWD_2020.parquet,ok,122,0,1.7,
NASDAQ_AMWD_2021.parquet,ok,107,0,1.6,
NASDAQ_AMWD_2022.parquet,ok,13,0,2.0,
NASDAQ_AMZN_2017.PDF.parquet,ok,129,0,7.3,
NASDAQ_AMZN_2018.parquet,ok,96,0,2.4,
NASDAQ_AMZN_2019.parquet,ok,22,0,3.5,
NASDAQ_AMZN_2020.parquet,ok,26,0,2.1,
NASDAQ_AMZN_2021.parquet,ok,114,0,3.9,
NASDAQ_ANAB_2016.parquet,ok,257,0,7.3,
NASDAQ_ANAB_2017.parquet,ok,292,0,2.7,
NASDAQ_ANAB_2018.parquet,ok,238,0,2.3,
NASDAQ_ANAB_2019.parquet,ok,237,0,2.3,
NASDAQ_ANAB_2020.parquet,ok,266,0,2.4,
NASDAQ_ANAT_2018.parquet,ok,12,0,1.7,
NASDAQ_ANAT_2019.parquet,ok,8,0,3.9,
NASDAQ_ANAT_2020.parquet,ok,220,0,10.9,
NASDAQ_ANAT_2021.parquet,ok,226,0,3.3,
NASDAQ_ANDE_2018.parquet,ok,6,0,1.4,
NASDAQ_ANDE_2019.parquet,ok,184,0,4.1,
NASDAQ_ANDE_2020.parquet,ok,141,0,2.4,
NASDAQ_ANDE_2021.parquet,ok,139,0,4.1,
NASDAQ_ANGI_2017.parquet,ok,169,0,4.9,
NASDAQ_ANGI_2018.parquet,ok,206,0,5.6,
NASDAQ_ANGI_2019.parquet,ok,195,0,2.5,
NASDAQ_ANGO_2017.parquet,ok,167,0,9.9,
NASDAQ_ANGO_2018.parquet,ok,190,0,5.0,
NASDAQ_ANGO_2019.parquet,ok,185,0,5.5,
NASDAQ_ANGO_2020.parquet,ok,212,0,12.6,
NASDAQ_ANIK_2019.parquet,ok,136,0,9.1,
NASDAQ_ANIK_2020.parquet,ok,157,0,12.1,
NASDAQ_ANIK_2021.parquet,ok,1,0,1.4,
NASDAQ_ANIK_2022.parquet,ok,179,0,22.9,
NASDAQ_ANIP_2019.parquet,ok,329,0,12.0,
NASDAQ_ANIP_2020.parquet,ok,231,0,7.8,
NASDAQ_ANIP_2021.parquet,ok,395,0,10.9,
NASDAQ_ANIP_2022.parquet,ok,224,0,2.8,
NASDAQ_ANIX_2019.parquet,ok,188,0,3.4,
NASDAQ_ANIX_2020.parquet,ok,218,0,7.0,
NASDAQ_ANIX_2021.parquet,ok,127,0,2.2,
NASDAQ_ANIX_2022.parquet,ok,115,0,1.9,
NASDAQ_ANPC_2019.parquet,ok,387,0,8.3,
NASDAQ_ANPC_2020.parquet,ok,454,0,4.7,
NASDAQ_ANPC_2021.parquet,ok,366,0,5.3,
NASDAQ_ANSS_2019.parquet,ok,159,0,10.1,
NASDAQ_ANSS_2020.parquet,ok,164,0,3.3,
NASDAQ_ANSS_2021.parquet,ok,127,0,2.3,
NASDAQ_ANSS_2022.parquet,ok,135,0,2.3,
NASDAQ_AOSL_2017.parquet,ok,183,0,2.9,
NASDAQ_AOSL_2018.parquet,ok,258,0,2.9,
NASDAQ_AOSL_2019.parquet,ok,195,0,2.5,
NASDAQ_AOSL_2020.parquet,ok,221,0,11.6,
NASDAQ_AOSL_2021.parquet,ok,261,0,3.4,
NASDAQ_APDN_2019.parquet,ok,199,0,6.1,
NASDAQ_APDN_2020.parquet,ok,218,0,3.1,
NASDAQ_APDN_2021.parquet,ok,165,0,2.1,
NASDAQ_APDN_2022.parquet,ok,198,0,2.8,
NASDAQ_APEI_2017.parquet,ok,335,0,19.3,
NASDAQ_APEI_2018.parquet,ok,277,0,4.2,
NASDAQ_APEI_2019.parquet,ok,294,0,3.2,
NASDAQ_APEI_2020.parquet,ok,316,0,3.1,
NASDAQ_APEI_2021.parquet,ok,278,0,3.5,
NASDAQ_APEN_2017.parquet,ok,163,0,4.9,
NASDAQ_APEN_2018.parquet,ok,295,0,5.9,
NASDAQ_APEN_2019.parquet,ok,176,0,7.0,
NASDAQ_APEN_2020.parquet,ok,210,0,3.1,
NASDAQ_APEN_2021.parquet,ok,307,0,3.6,
NASDAQ_APLS_2019.parquet,ok,277,0,7.5,
NASDAQ_APLS_2020.parquet,ok,616,0,24.8,
NASDAQ_APLS_2021.parquet,ok,388,0,21.6,
NASDAQ_APLS_2022.parquet,ok,381,0,14.3,
NASDAQ_APLT_2019.parquet,ok,314,0,22.0,
NASDAQ_APLT_2020.parquet,ok,233,0,8.8,
NASDAQ_APLT_2021.parquet,ok,234,0,10.8,
NASDAQ_APLT_2022.parquet,ok,415,0,6.7,
NASDAQ_APM_2018.parquet,ok,317,0,19.9,
NASDAQ_APM_2019.parquet,ok,369,0,14.4,
NASDAQ_APM_2020.parquet,ok,394,0,14.2,
NASDAQ_APM_2021.parquet,ok,424,0,9.0,
NASDAQ_APM_2022.parquet,ok,464,0,24.9,
NASDAQ_APOG_2019.parquet,ok,165,0,15.4,
NASDAQ_APOG_2020.parquet,ok,99,0,3.3,
NASDAQ_APOG_2021.parquet,ok,107,0,3.2,
NASDAQ_APOG_2022.parquet,ok,112,0,4.2,
NASDAQ_APPF_2017.parquet,ok,176,0,4.8,
NASDAQ_APPF_2018.parquet,ok,259,0,7.2,
NASDAQ_APPF_2019.parquet,ok,217,0,5.4,
NASDAQ_APPF_2020.parquet,ok,189,0,7.9,
NASDAQ_APPF_2021.parquet,ok,237,0,4.1,
NASDAQ_APPN_2019.parquet,ok,19,0,2.9,
NASDAQ_APPN_2020.parquet,ok,177,0,6.6,
NASDAQ_APPN_2021.parquet,ok,191,0,5.2,
NASDAQ_APPN_2022.parquet,ok,164,0,3.1,
NASDAQ_APRE_2019.parquet,ok,302,0,7.9,
NASDAQ_APRE_2020.parquet,ok,316,0,3.4,
NASDAQ_APRE_2021.parquet,ok,296,0,3.2,
NASDAQ_APRI_2014.parquet,ok,239,0,10.8,
NASDAQ_APRI_2015.parquet,ok,168,0,4.3,
NASDAQ_APRI_2016.parquet,ok,259,0,10.1,
NASDAQ_APRI_2017.parquet,ok,194,0,5.3,
NASDAQ_APTX_2018.parquet,ok,222,0,5.1,
NASDAQ_APTX_2019.parquet,ok,235,0,13.4,
NASDAQ_APTX_2020.parquet,ok,245,0,6.8,
NASDAQ_APTX_2021.parquet,ok,293,0,14.0,
NASDAQ_APVO_2019.parquet,ok,152,0,10.9,
NASDAQ_APVO_2020.parquet,ok,197,0,14.1,
NASDAQ_APVO_2021.parquet,ok,217,0,27.4,
NASDAQ_APVO_2022.parquet,ok,210,0,24.8,
NASDAQ_APWC_2017.parquet,ok,239,0,18.4,
NASDAQ_APWC_2018.parquet,ok,250,0,5.4,
NASDAQ_APWC_2019.parquet,ok,249,0,10.4,
NASDAQ_APWC_2020.parquet,ok,66,0,2.8,
NASDAQ_APWC_2021.parquet,ok,236,0,3.7,
NASDAQ_APYX_2020.parquet,ok,112,0,6.0,
NASDAQ_AQB_2017.parquet,ok,117,0,15.3,
NASDAQ_AQB_2018.parquet,ok,116,0,3.6,
NASDAQ_AQB_2019.parquet,ok,111,0,3.5,
NASDAQ_AQB_2020.parquet,ok,116,0,3.2,
NASDAQ_AQB_2021.parquet,ok,120,0,2.7,
NASDAQ_AQMS_2017.parquet,ok,127,0,12.8,
NASDAQ_AQMS_2018.parquet,ok,191,0,13.8,
NASDAQ_AQMS_2019.parquet,ok,132,0,4.5,
NASDAQ_AQMS_2020.parquet,ok,121,0,3.1,
NASDAQ_AQMS_2021.parquet,ok,107,0,9.7,
NASDAQ_AQST_2018.parquet,ok,273,0,21.1,
NASDAQ_AQST_2019.parquet,ok,337,0,11.5,
NASDAQ_AQST_2020.parquet,ok,494,0,12.9,
NASDAQ_AQST_2021.parquet,ok,261,0,18.9,
NASDAQ_ARAV_2018.parquet,ok,226,0,27.4,
NASDAQ_ARAV_2019.parquet,ok,332,0,24.9,
NASDAQ_ARAV_2020.parquet,ok,294,0,23.3,
NASDAQ_ARAV_2021.parquet,ok,280,0,15.6,
NASDAQ_ARAY_2019.parquet,ok,220,0,15.7,
NASDAQ_ARAY_2020.parquet,ok,247,0,14.5,
NASDAQ_ARAY_2021.parquet,ok,275,0,19.5,
NASDAQ_ARAY_2022.parquet,ok,448,0,12.7,
NASDAQ_ARCB_2020.parquet,ok,234,0,17.2,
NASDAQ_ARCB_2021.parquet,ok,228,0,8.9,
NASDAQ_ARCB_2022.parquet,ok,222,0,12.5,
NASDAQ_ARCC_2017.parquet,ok,392,0,7.7,
NASDAQ_ARCC_2018.parquet,ok,458,0,7.7,
NASDAQ_ARCC_2019.parquet,ok,437,0,4.1,
NASDAQ_ARCC_2020.parquet,ok,698,0,6.4,
NASDAQ_ARCC_2021.parquet,ok,754,0,6.8,
NASDAQ_ARCE_2018.parquet,ok,292,0,25.3,
NASDAQ_ARCE_2019.parquet,ok,360,0,12.2,
NASDAQ_ARCE_2020.parquet,ok,366,0,8.1,
NASDAQ_ARCE_2021.parquet,ok,368,0,10.6,
NASDAQ_ARCE_2022.parquet,ok,368,0,12.1,
NASDAQ_ARCT_2019.parquet,ok,242,0,31.4,
NASDAQ_ARCT_2020.parquet,ok,226,0,18.7,
NASDAQ_ARCT_2021.parquet,ok,211,0,19.6,
NASDAQ_ARCT_2022.parquet,ok,216,0,14.0,
NASDAQ_ARCW_2015.parquet,ok,132,0,14.7,
NASDAQ_ARCW_2016.parquet,ok,126,0,4.4,
NASDAQ_ARCW_2017.parquet,ok,120,0,7.0,
NASDAQ_ARDS_2018.parquet,ok,253,0,24.7,
NASDAQ_ARDS_2019.parquet,ok,276,0,14.9,
NASDAQ_ARDS_2020.parquet,ok,262,0,6.4,
NASDAQ_ARDX_2019.parquet,ok,249,0,30.7,
NASDAQ_ARDX_2020.parquet,ok,333,0,20.3,
NASDAQ_ARDX_2021.parquet,ok,261,0,36.6,
NASDAQ_ARDX_2022.parquet,ok,265,0,48.8,
NASDAQ_AREC_2017.parquet,ok,93,0,14.9,
NASDAQ_AREC_2018.parquet,ok,152,0,12.4,
NASDAQ_AREC_2019.parquet,ok,163,0,7.1,
NASDAQ_AREC_2020.parquet,ok,181,0,9.9,
NASDAQ_AREC_2021.parquet,ok,152,0,4.4,
NASDAQ_AREX_2015.parquet,ok,144,0,5.9,
NASDAQ_AREX_2016.parquet,ok,149,0,16.2,
NASDAQ_AREX_2017.parquet,ok,159,0,6.6,
NASDAQ_AREX_2018.parquet,ok,199,0,4.8,
NASDAQ_ARGO_2021.parquet,ok,197,0,4.9,
NASDAQ_ARGX_2018.parquet,ok,575,0,56.6,
NASDAQ_ARGX_2019.parquet,ok,430,0,33.9,
NASDAQ_ARGX_2020.parquet,ok,452,0,37.6,
NASDAQ_ARGX_2021.parquet,ok,466,0,37.5,
NASDAQ_ARGX_2022.parquet,ok,450,0,33.0,
NASDAQ_ARKR_2019.parquet,ok,65,0,12.0,
NASDAQ_ARKR_2020.parquet,ok,86,0,10.7,
NASDAQ_ARKR_2021.parquet,ok,74,0,4.8,
NASDAQ_ARKR_2022.parquet,ok,71,0,2.7,
NASDAQ_ARLP_2019.parquet,ok,317,0,25.1,
NASDAQ_ARLP_2020.parquet,ok,324,0,16.6,
NASDAQ_ARLP_2021.parquet,ok,333,0,13.6,
NASDAQ_ARLP_2022.parquet,ok,328,0,40.2,
NASDAQ_ARNA_2017.parquet,ok,240,0,46.1,
NASDAQ_ARNA_2018.parquet,ok,291,0,39.4,
NASDAQ_ARNA_2019.parquet,ok,208,0,22.5,
NASDAQ_ARNA_2020.parquet,ok,376,0,20.0,
NASDAQ_AROW_2018.parquet,ok,5,0,3.0,
NASDAQ_AROW_2019.parquet,ok,5,0,1.8,
NASDAQ_AROW_2020.parquet,ok,5,0,1.4,
NASDAQ_AROW_2021.parquet,ok,10,0,3.2,
NASDAQ_AROW_2022.parquet,ok,10,0,2.2,
NASDAQ_ARPO_2017.parquet,ok,41,0,3.8,
NASDAQ_ARPO_2018.parquet,ok,196,0,23.3,
NASDAQ_ARQT_2019.parquet,ok,328,0,17.7,
NASDAQ_ARQT_2020.parquet,ok,305,0,23.4,
NASDAQ_ARQT_2021.parquet,ok,495,0,30.4,
NASDAQ_ARRS_2015.parquet,ok,313,0,28.0,
NASDAQ_ARRS_2016.parquet,ok,241,0,22.2,
NASDAQ_ARRS_2017.parquet,ok,230,0,15.5,
NASDAQ_ARRS_2018.parquet,ok,243,0,13.3,
NASDAQ_ARTL_2019.parquet,ok,146,0,28.5,
NASDAQ_ARTL_2020.parquet,ok,147,0,16.3,
NASDAQ_ARTL_2021.parquet,ok,150,0,7.0,
NASDAQ_ARTL_2022.parquet,ok,165,0,16.1,
NASDAQ_ARTNA_2019.parquet,ok,141,0,18.3,
NASDAQ_ARTNA_2020.parquet,ok,13,0,2.2,
NASDAQ_ARTNA_2021.parquet,ok,147,0,4.1,
NASDAQ_ARTNA_2022.parquet,ok,164,0,3.5,
NASDAQ_ARTX_2013.parquet,ok,73,0,4.0,
NASDAQ_ARTX_2014.parquet,ok,89,0,10.2,
NASDAQ_ARTX_2015.parquet,ok,25,0,3.8,
NASDAQ_ARTX_2016.parquet,ok,86,0,10.1,
NASDAQ_ARTX_2017.parquet,ok,231,0,18.8,
NASDAQ_ARVN_2019.parquet,ok,251,0,34.4,
NASDAQ_ARVN_2020.parquet,ok,291,0,26.7,
NASDAQ_ARVN_2021.parquet,ok,287,0,25.6,
NASDAQ_ARVN_2022.parquet,ok,279,0,28.7,
NASDAQ_ASFI_2014.parquet,ok,181,0,17.2,
NASDAQ_ASFI_2015.parquet,ok,132,0,10.4,
NASDAQ_ASFI_2016.parquet,ok,151,0,24.4,
NASDAQ_ASFI_2017.parquet,ok,343,0,32.8,
NASDAQ_ASFI_2018.parquet,ok,144,0,7.3,
NASDAQ_ASLN_2018.parquet,ok,471,0,47.9,
NASDAQ_ASLN_2019.parquet,ok,496,0,42.8,
NASDAQ_ASLN_2020.parquet,ok,414,0,30.1,
NASDAQ_ASLN_2021.parquet,ok,410,0,40.1,
NASDAQ_ASLN_2022.parquet,ok,407,0,41.8,
NASDAQ_ASMB_2019.parquet,ok,217,0,22.3,
NASDAQ_ASMB_2020.parquet,ok,183,0,12.0,
NASDAQ_ASMB_2021.parquet,ok,169,0,16.4,
NASDAQ_ASMB_2022.parquet,ok,161,0,11.1,
NASDAQ_ASMI_2018.parquet,ok,248,0,19.7,
NASDAQ_ASMI_2019.parquet,ok,240,0,9.6,
NASDAQ_ASMI_2020.parquet,ok,268,0,15.0,
NASDAQ_ASMI_2021.parquet,ok,306,0,15.5,
NASDAQ_ASMI_2022.parquet,ok,360,0,9.3,
NASDAQ_ASML_2018.parquet,ok,348,0,22.3,
NASDAQ_ASML_2019.parquet,ok,365,0,19.6,
NASDAQ_ASML_2020.parquet,ok,419,0,24.5,
NASDAQ_ASML_2021.parquet,ok,443,0,11.8,
NASDAQ_ASML_2022.parquet,ok,497,0,22.1,
NASDAQ_ASNA_2016.parquet,ok,12,0,2.9,
NASDAQ_ASNA_2017.parquet,ok,171,0,19.5,
NASDAQ_ASNA_2018.parquet,ok,178,0,16.9,
NASDAQ_ASNA_2019.parquet,ok,195,0,19.2,
NASDAQ_ASND_2018.parquet,ok,67,0,10.8,
NASDAQ_ASND_2019.parquet,ok,72,0,7.0,
NASDAQ_ASND_2020.parquet,ok,76,0,5.4,
NASDAQ_ASND_2021.parquet,ok,84,0,10.0,
NASDAQ_ASND_2022.parquet,ok,84,0,5.1,
NASDAQ_ASPS_2019.parquet,ok,190,0,21.7,
NASDAQ_ASPS_2020.parquet,ok,196,0,18.8,
NASDAQ_ASPS_2021.parquet,ok,168,0,6.6,
NASDAQ_ASPS_2022.parquet,ok,456,0,17.6,
NASDAQ_ASPU_2019.parquet,ok,187,0,14.6,
NASDAQ_ASPU_2020.parquet,ok,269,0,20.8,
NASDAQ_ASPU_2021.parquet,ok,230,0,9.6,
NASDAQ_ASPU_2022.parquet,ok,223,0,13.6,
NASDAQ_ASRT_2019.parquet,ok,200,0,32.0,
NASDAQ_ASRT_2020.parquet,ok,249,0,34.1,
NASDAQ_ASRT_2021.parquet,ok,397,0,59.4,
NASDAQ_ASRT_2022.parquet,ok,255,0,41.3,
NASDAQ_ASTE_2017.parquet,ok,120,0,15.2,
NASDAQ_ASTE_2018.parquet,ok,130,0,9.7,
NASDAQ_ASTE_2019.parquet,ok,169,0,20.3,
NASDAQ_ASTE_2020.parquet,ok,146,0,7.5,
NASDAQ_ASTE_2021.parquet,ok,144,0,9.8,
NASDAQ_ASUR_2017.parquet,ok,149,0,9.0,
NASDAQ_ASUR_2018.parquet,ok,145,0,13.6,
NASDAQ_ASUR_2019.parquet,ok,139,0,13.1,
NASDAQ_ASUR_2020.parquet,ok,180,0,10.6,
NASDAQ_ASUR_2021.parquet,ok,248,0,16.6,
NASDAQ_ASYS_2016.parquet,ok,10,0,3.9,
NASDAQ_ASYS_2017.parquet,ok,134,0,17.6,
NASDAQ_ASYS_2018.parquet,ok,130,0,14.9,
NASDAQ_ASYS_2019.parquet,ok,140,0,9.9,
NASDAQ_ASYS_2020.parquet,ok,150,0,5.5,
NASDAQ_ATCX_2019.parquet,ok,106,0,5.9,
NASDAQ_ATCX_2020.parquet,ok,171,0,13.0,
NASDAQ_ATCX_2021.parquet,ok,219,0,21.2,
NASDAQ_ATEC_2017.PDF.parquet,ok,215,0,25.8,
NASDAQ_ATEC_2018.parquet,ok,183,0,23.5,
NASDAQ_ATEC_2019.parquet,ok,18,0,4.8,
NASDAQ_ATEC_2020.parquet,ok,193,0,32.0,
NASDAQ_ATEC_2021.parquet,ok,179,0,30.6,
NASDAQ_ATEX_2020.parquet,ok,184,0,21.1,
NASDAQ_ATEX_2021.parquet,ok,185,0,8.5,
NASDAQ_ATEX_2022.parquet,ok,174,0,6.2,
NASDAQ_ATHE_2019.parquet,ok,109,0,22.2,
NASDAQ_ATHE_2020.parquet,ok,115,0,13.9,
NASDAQ_ATHE_2021.parquet,ok,216,0,52.1,
NASDAQ_ATHE_2022.parquet,ok,204,0,29.3,
NASDAQ_ATHX_2019.parquet,ok,166,0,24.1,
NASDAQ_ATHX_2020.parquet,ok,13,0,2.4,
NASDAQ_ATHX_2021.parquet,ok,13,0,2.3,
NASDAQ_ATHX_2022.parquet,ok,207,0,16.9,
NASDAQ_ATIF_2019.parquet,ok,257,0,27.8,
