pdf_path,status,elapsed_seconds,n_chunks_word_count,form_type,company_name_mismatch,n_chunks_numeric_dense,error
../downolad_files\data/nasdaq_annual_reports/acacia-communications-inc/NASDAQ_ACIA_2019.pdf,ok,96.1,214,10-K,False,35,
../downolad_files\data/nasdaq_annual_reports/acacia-research-corporation/NASDAQ_ACTG_2020.pdf,ok,57.1,149,10-K,,32,
../downolad_files\data/nasdaq_annual_reports/ac-immune/NASDAQ_ACIU_2020.pdf,ok,140.3,430,20-F,False,36,
../downolad_files\data/nasdaq_annual_reports/ac-immune/NASDAQ_ACIU_2018.pdf,ok,163.2,490,20-F,False,45,
../downolad_files\data/nasdaq_annual_reports/acacia-research-corporation/NASDAQ_ACTG_2019.pdf,ok,105.7,237,10-K,,29,
../downolad_files\data/nasdaq_annual_reports/acacia-research-corporation/NASDAQ_ACTG_2021.pdf,ok,79.1,179,10-K,,42,
../downolad_files\data/nasdaq_annual_reports/acadia-healthcare-co/NASDAQ_ACHC_2019.pdf,ok,51.2,226,10-K,False,70,
../downolad_files\data/nasdaq_annual_reports/acadia-healthcare-co/NASDAQ_ACHC_2021.pdf,ok,44.4,189,10-K,False,59,
../downolad_files\data/nasdaq_annual_reports/acadia-healthcare-co/NASDAQ_ACHC_2022.pdf,ok,39.6,180,10-K,False,54,
../downolad_files\data/nasdaq_annual_reports/acacia-research-corporation/NASDAQ_ACTG_2022.pdf,ok,89.9,227,10-K,,41,
../downolad_files\data/nasdaq_annual_reports/acadia-pharmaceuticals/NASDAQ_ACAD_2018.pdf,ok,40.4,173,10-K,False,14,
../downolad_files\data/nasdaq_annual_reports/acadia-pharmaceuticals/NASDAQ_ACAD_2019.pdf,ok,35.3,198,10-K,False,29,
../downolad_files\data/nasdaq_annual_reports/acadia-pharmaceuticals/NASDAQ_ACAD_2020.pdf,ok,33.1,224,10-K,False,27,
../downolad_files\data/nasdaq_annual_reports/acadia-healthcare-co/NASDAQ_ACHC_2020.pdf,ok,89.9,33,,,3,
../downolad_files\data/nasdaq_annual_reports/acceleron-pharma-inc/NASDAQ_XLRN_2017.pdf,ok,47.6,11,,,0,
../downolad_files\data/nasdaq_annual_reports/accelerate-diagnostics-inc/NASDAQ_AXDX_2020.pdf,ok,59.1,174,10-K,False,31,
../downolad_files\data/nasdaq_annual_reports/accelerate-diagnostics-inc/NASDAQ_AXDX_2019.pdf,ok,72.1,203,10-K,False,27,
../downolad_files\data/nasdaq_annual_reports/accelerate-diagnostics-inc/NASDAQ_AXDX_2021.pdf,ok,75.3,200,10-K,False,36,
../downolad_files\data/nasdaq_annual_reports/acadia-pharmaceuticals/NASDAQ_ACAD_2021.pdf,ok,105.1,198,10-K,False,13,
../downolad_files\data/nasdaq_annual_reports/accelerate-diagnostics-inc/NASDAQ_AXDX_2022.pdf,ok,82.4,231,10-K,False,40,
../downolad_files\data/nasdaq_annual_reports/acceleron-pharma-inc/NASDAQ_XLRN_2018.pdf,ok,35.5,210,10-K,False,32,
../downolad_files\data/nasdaq_annual_reports/acceleron-pharma-inc/NASDAQ_XLRN_2019.pdf,ok,48.9,11,,,0,
../downolad_files\data/nasdaq_annual_reports/accuray-incorporated/NASDAQ_ARAY_2019.pdf,ok,37.2,220,10-K,False,46,
../downolad_files\data/nasdaq_annual_reports/acceleron-pharma-inc/NASDAQ_XLRN_2020.pdf,ok,46.4,11,,,0,
../downolad_files\data/nasdaq_annual_reports/accuray-incorporated/NASDAQ_ARAY_2020.pdf,ok,51.1,247,10-K,False,45,
../downolad_files\data/nasdaq_annual_reports/accuray-incorporated/NASDAQ_ARAY_2021.pdf,ok,61.4,275,10-K,False,52,
../downolad_files\data/nasdaq_annual_reports/acelrx-pharmaceuticals/NASDAQ_ACRX_2019.pdf,ok,73.5,255,10-K,False,30,
../downolad_files\data/nasdaq_annual_reports/acelrx-pharmaceuticals/NASDAQ_ACRX_2017.pdf,ok,87.9,262,10-K,False,34,
../downolad_files\data/nasdaq_annual_reports/acelrx-pharmaceuticals/NASDAQ_ACRX_2020.pdf,ok,76.7,249,10-K,False,29,
../downolad_files\data/nasdaq_annual_reports/acelrx-pharmaceuticals/NASDAQ_ACRX_2018.pdf,ok,95.6,289,10-K,False,42,
../downolad_files\data/nasdaq_annual_reports/acelrx-pharmaceuticals/NASDAQ_ACRX_2021.pdf,ok,81.5,270,10-K,False,29,
../downolad_files\data/nasdaq_annual_reports/accuray-incorporated/NASDAQ_ARAY_2022.pdf,ok,141.6,448,10-K,False,52,
../downolad_files\data/nasdaq_annual_reports/aceto-corp/NASDAQ_ACET_2015.pdf,ok,22.6,164,,False,61,
../downolad_files\data/nasdaq_annual_reports/aceto-corp/NASDAQ_ACET_2016.pdf,ok,26.7,171,,False,48,
../downolad_files\data/nasdaq_annual_reports/acer-therapeutics-inc/NASDAQ_ACER_2019.pdf,ok,80.5,296,10-K,False,24,
../downolad_files\data/nasdaq_annual_reports/acer-therapeutics-inc/NASDAQ_ACER_2020.pdf,ok,77.4,284,10-K,False,26,
../downolad_files\data/nasdaq_annual_reports/acer-therapeutics-inc/NASDAQ_ACER_2021.pdf,ok,86.1,299,10-K,False,27,
../downolad_files\data/nasdaq_annual_reports/acer-therapeutics-inc/NASDAQ_ACER_2022.pdf,ok,95.8,335,10-K,False,28,
../downolad_files\data/nasdaq_annual_reports/aceto-corp/NASDAQ_ACET_2017.pdf,ok,61.5,194,,False,55,
../downolad_files\data/nasdaq_annual_reports/aceto-corp/NASDAQ_ACET_2018.pdf,ok,71.1,233,,False,61,
../downolad_files\data/nasdaq_annual_reports/achillion-pharmaceuticals-inc/NASDAQ_ACHN_2015.pdf,ok,31.4,186,10-K,False,14,
../downolad_files\data/nasdaq_annual_reports/achieve-life-sciences-inc/NASDAQ_ACHV_2017.pdf,ok,97.7,311,,,35,
../downolad_files\data/nasdaq_annual_reports/achieve-life-sciences-inc/NASDAQ_ACHV_2019.pdf,ok,73.2,208,,,37,
../downolad_files\data/nasdaq_annual_reports/achieve-life-sciences-inc/NASDAQ_ACHV_2018.pdf,ok,95.8,279,,,36,
../downolad_files\data/nasdaq_annual_reports/achieve-life-sciences-inc/NASDAQ_ACHV_2020.pdf,ok,76.5,186,,,30,
../downolad_files\data/nasdaq_annual_reports/achieve-life-sciences-inc/NASDAQ_ACHV_2021.pdf,ok,81.1,207,,,29,
../downolad_files\data/nasdaq_annual_reports/aci-worldwide-inc/NASDAQ_ACIW_2019.pdf,ok,32.8,160,10-K,False,42,
../downolad_files\data/nasdaq_annual_reports/achillion-pharmaceuticals-inc/NASDAQ_ACHN_2018.pdf,ok,37.2,211,10-K,False,15,
../downolad_files\data/nasdaq_annual_reports/aci-worldwide-inc/NASDAQ_ACIW_2021.pdf,ok,21.0,134,10-K,False,22,
../downolad_files\data/nasdaq_annual_reports/aci-worldwide-inc/NASDAQ_ACIW_2020.pdf,ok,43.6,148,10-K,False,25,
../downolad_files\data/nasdaq_annual_reports/aci-worldwide-inc/NASDAQ_ACIW_2022.pdf,ok,26.0,133,10-K,False,22,
../downolad_files\data/nasdaq_annual_reports/achillion-pharmaceuticals-inc/NASDAQ_ACHN_2017.pdf,ok,63.9,203,10-K,False,14,
../downolad_files\data/nasdaq_annual_reports/achillion-pharmaceuticals-inc/NASDAQ_ACHN_2016.pdf,ok,69.7,196,10-K,False,14,
../downolad_files\data/nasdaq_annual_reports/acm-research-inc/NASDAQ_ACMR_2017.pdf,ok,29.7,210,10-K,False,32,
../downolad_files\data/nasdaq_annual_reports/acm-research-inc/NASDAQ_ACMR_2018.pdf,ok,20.6,180,10-K,False,28,
../downolad_files\data/nasdaq_annual_reports/aclaris-therapeutics-inc/NASDAQ_ACRS_2017.pdf,ok,79.6,242,10-K,,34,
../downolad_files\data/nasdaq_annual_reports/aclaris-therapeutics-inc/NASDAQ_ACRS_2020.pdf,ok,92.8,276,10-K,,31,
../downolad_files\data/nasdaq_annual_reports/acm-research-inc/NASDAQ_ACMR_2019.pdf,ok,38.8,200,,False,25,
../downolad_files\data/nasdaq_annual_reports/aclaris-therapeutics-inc/NASDAQ_ACRS_2019.pdf,ok,96.3,283,10-K,,31,
../downolad_files\data/nasdaq_annual_reports/acnb-corporation/NASDAQ_ACNB_2017.PDF,ok,4.5,16,,,4,
../downolad_files\data/nasdaq_annual_reports/acnb-corporation/NASDAQ_ACNB_2018.PDF,ok,6.1,16,,,4,
../downolad_files\data/nasdaq_annual_reports/acnb-corporation/NASDAQ_ACNB_2019.pdf,ok,7.8,16,,,4,
../downolad_files\data/nasdaq_annual_reports/aclaris-therapeutics-inc/NASDAQ_ACRS_2021.pdf,ok,101.5,305,10-K,,29,
../downolad_files\data/nasdaq_annual_reports/acnb-corporation/NASDAQ_ACNB_2020.pdf,ok,9.5,17,,,4,
../downolad_files\data/nasdaq_annual_reports/acorda-therapeutics-inc/NASDAQ_ACOR_2019.pdf,ok,4.3,8,,,0,
../downolad_files\data/nasdaq_annual_reports/acorda-therapeutics-inc/NASDAQ_ACOR_2021.pdf,ok,0.0,1,,,0,
../downolad_files\data/nasdaq_annual_reports/acorda-therapeutics-inc/NASDAQ_ACOR_2020.pdf,ok,1.0,4,,,0,
../downolad_files\data/nasdaq_annual_reports/aclaris-therapeutics-inc/NASDAQ_ACRS_2018.pdf,ok,133.6,411,10-K,,33,
../downolad_files\data/nasdaq_annual_reports/acm-research-inc/NASDAQ_ACMR_2020.pdf,ok,70.9,243,10-K,False,40,
../downolad_files\data/nasdaq_annual_reports/acm-research-inc/NASDAQ_ACMR_2021.pdf,ok,35.8,255,10-K,False,51,
../downolad_files\data/nasdaq_annual_reports/acnb-corporation/NASDAQ_ACNB_2021.pdf,ok,36.5,213,10-K,False,56,
../downolad_files\data/nasdaq_annual_reports/activision-blizzard-inc/NASDAQ_ATVI_2019.pdf,ok,61.6,439,,True,78,
../downolad_files\data/nasdaq_annual_reports/activision-blizzard-inc/NASDAQ_ATVI_2022.pdf,ok,45.4,219,,,61,
../downolad_files\data/nasdaq_annual_reports/activision-blizzard-inc/NASDAQ_ATVI_2021.pdf,ok,48.5,273,10-K,True,65,
../downolad_files\data/nasdaq_annual_reports/acura-pharmaceuticals-inc/NASDAQ_ACUR_2020.pdf,ok,56.8,177,10-K,False,24,
../downolad_files\data/nasdaq_annual_reports/acura-pharmaceuticals-inc/NASDAQ_ACUR_2017.pdf,ok,94.2,318,10-K,False,39,
../downolad_files\data/nasdaq_annual_reports/acorda-therapeutics-inc/NASDAQ_ACOR_2022.pdf,ok,134.5,461,10-K,False,38,
../downolad_files\data/nasdaq_annual_reports/acxiom-corporation/NASDAQ_ACXM_2014.pdf,ok,20.7,149,10-K,False,37,
../downolad_files\data/nasdaq_annual_reports/acxiom-corporation/NASDAQ_ACXM_2015.pdf,ok,25.2,159,10-K,False,50,
../downolad_files\data/nasdaq_annual_reports/acura-pharmaceuticals-inc/NASDAQ_ACUR_2018.pdf,ok,89.9,266,10-K,False,40,
../downolad_files\data/nasdaq_annual_reports/acura-pharmaceuticals-inc/NASDAQ_ACUR_2019.pdf,ok,93.3,303,10-K,False,34,
../downolad_files\data/nasdaq_annual_reports/acxiom-corporation/NASDAQ_ACXM_2016.pdf,ok,31.2,159,10-K,True,39,
../downolad_files\data/nasdaq_annual_reports/acxiom-corporation/NASDAQ_ACXM_2018.pdf,ok,19.6,159,10-K,False,51,
../downolad_files\data/nasdaq_annual_reports/acxiom-corporation/NASDAQ_ACXM_2017.pdf,ok,34.0,164,10-K,False,50,
../downolad_files\data/nasdaq_annual_reports/adamas-pharmaceuticals-inc/NASDAQ_ADMS_2015.pdf,ok,27.5,188,10-K,False,24,
../downolad_files\data/nasdaq_annual_reports/adamas-pharmaceuticals-inc/NASDAQ_ADMS_2016.pdf,ok,28.5,187,10-K,False,28,
../downolad_files\data/nasdaq_annual_reports/adamas-pharmaceuticals-inc/NASDAQ_ADMS_2018.pdf,ok,26.1,197,10-K,False,26,
../downolad_files\data/nasdaq_annual_reports/adamas-pharmaceuticals-inc/NASDAQ_ADMS_2017.PDF,ok,32.8,207,10-K,False,31,
../downolad_files\data/nasdaq_annual_reports/adamas-pharmaceuticals-inc/NASDAQ_ADMS_2019.pdf,ok,29.1,180,10-K,False,29,
../downolad_files\data/nasdaq_annual_reports/adamis-pharmaceuticals-corp/NASDAQ_ADMP_2019.pdf,ok,73.3,242,10-K,False,25,
../downolad_files\data/nasdaq_annual_reports/activision-blizzard-inc/NASDAQ_ATVI_2020.pdf,ok,247.7,240,,,52,
../downolad_files\data/nasdaq_annual_reports/adamis-pharmaceuticals-corp/NASDAQ_ADMP_2021.pdf,ok,64.9,250,10-K,False,27,
../downolad_files\data/nasdaq_annual_reports/adapthealth-corp/NASDAQ_AHCO_2018.pdf,ok,56.0,182,10-K,True,5,
../downolad_files\data/nasdaq_annual_reports/adamis-pharmaceuticals-corp/NASDAQ_ADMP_2020.pdf,ok,87.5,311,10-K,False,35,
../downolad_files\data/nasdaq_annual_reports/adamis-pharmaceuticals-corp/NASDAQ_ADMP_2022.pdf,ok,75.1,219,10-K,False,25,
../downolad_files\data/nasdaq_annual_reports/adaptimmune-therapeutics/NASDAQ_ADAP_2017.pdf,ok,30.9,116,,,26,
../downolad_files\data/nasdaq_annual_reports/adaptimmune-therapeutics/NASDAQ_ADAP_2018.pdf,ok,25.5,119,,,36,
../downolad_files\data/nasdaq_annual_reports/adapthealth-corp/NASDAQ_AHCO_2020.pdf,ok,86.5,246,10-K,False,53,
../downolad_files\data/nasdaq_annual_reports/adapthealth-corp/NASDAQ_AHCO_2019.pdf,ok,92.9,300,10-K,False,37,
../downolad_files\data/nasdaq_annual_reports/adapthealth-corp/NASDAQ_AHCO_2021.pdf,ok,86.6,281,10-K,False,73,
../downolad_files\data/nasdaq_annual_reports/adaptimmune-therapeutics/NASDAQ_ADAP_2019.pdf,ok,148.1,590,10-K,False,38,
../downolad_files/data/nasdaq_annual_reports/acacia-communications-inc/NASDAQ_ACIA%20_2018.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/citizens-holding-company/NASDAQ_CIZN_2020.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/clearside-biomedical-inc/NASDAQ_CLSD_2019.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/copart/NASDAQ_CPRT_2020.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/crispr-therapeutics-ag/NASDAQ_CRSP_2016.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cvb-financial-corp/NASDAQ_CVBF_2020.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cvb-financial-corp/NASDAQ_CVBF_2021.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cyanotech-corporation/NASDAQ_CYAN_2018.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cyanotech-corporation/NASDAQ_CYAN_2020.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cyanotech-corporation/NASDAQ_CYAN_2021.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cypress-semiconductor-corporation/NASDAQ_CY_2017.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cypress-semiconductor-corporation/NASDAQ_CY_2018.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cyren-ltd/NASDAQ_CYRN_2016.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cyrusone-inc/NASDAQ_CONE_2018.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cyrusone-inc/NASDAQ_CONE_2019.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cytokinetics/NASDAQ_CYTK_2019.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cytomx-therapeutics-inc/NASDAQ_CTMX_2018.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cytomx-therapeutics-inc/NASDAQ_CTMX_2020.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cytomx-therapeutics-inc/NASDAQ_CTMX_2021.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cytori-therapeutics/NASDAQ_CYTX_2016.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cytori-therapeutics/NASDAQ_CYTX_2017.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cytosorbents-corp/NASDAQ_CTSO_2018.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cytosorbents-corp/NASDAQ_CTSO_2021.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cytrx-corporation/NASDAQ_CYTR_2020.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/cytrx-corporation/NASDAQ_CYTR_2021.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/daktronics-inc/NASDAQ_DAKT_2018.PDF,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/daktronics-inc/NASDAQ_DAKT_2019.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/daktronics-inc/NASDAQ_DAKT_2020.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/daktronics-inc/NASDAQ_DAKT_2021.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/dare-bioscience-inc/NASDAQ_DARE_2018.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/dare-bioscience-inc/NASDAQ_DARE_2019.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/dare-bioscience-inc/NASDAQ_DARE_2020.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/dare-bioscience-inc/NASDAQ_DARE_2021.pdf,preflagged_error,,,,,,Unexpected EOF
../downolad_files/data/nasdaq_annual_reports/dentsply-sirona-inc/NASDAQ_XRAY_2018.pdf,preflagged_error,,,,,,unpack requires a buffer of 12 bytes
../downolad_files/data/nasdaq_annual_reports/cardtronics-inc/NASDAQ_CATM_2019.pdf,ok,45.0,249,10-K,False,67,
../downolad_files/data/nasdaq_annual_reports/cardtronics-inc/NASDAQ_CATM_2016.pdf,ok,54.0,300,10-K,False,64,
../downolad_files/data/nasdaq_annual_reports/cardlytics-inc/NASDAQ_CDLX_2019.pdf,ok,56.1,212,10-K,False,46,
../downolad_files/data/nasdaq_annual_reports/cardlytics-inc/NASDAQ_CDLX_2020.pdf,ok,59.2,218,10-K,False,37,
../downolad_files/data/nasdaq_annual_reports/carecoud-inc/NASDAQ_MTBC_2017.pdf,ok,53.7,155,10-K,True,45,
../downolad_files/data/nasdaq_annual_reports/carecoud-inc/NASDAQ_MTBC_2016.pdf,ok,61.3,175,10-K,True,44,
../downolad_files/data/nasdaq_annual_reports/carecoud-inc/NASDAQ_MTBC_2018.pdf,ok,57.9,163,10-K,True,44,
../downolad_files/data/nasdaq_annual_reports/caredx-inc/NASDAQ_CDNA_2018.pdf,ok,30.3,240,10-K,False,49,
../downolad_files/data/nasdaq_annual_reports/caredx-inc/NASDAQ_CDNA_2019.pdf,ok,25.4,217,10-K,False,35,
../downolad_files/data/nasdaq_annual_reports/caredx-inc/NASDAQ_CDNA_2020.PDF,ok,37.2,239,10-K,False,29,
../downolad_files/data/nasdaq_annual_reports/cardtronics-inc/NASDAQ_CATM_2017.pdf,ok,177.8,517,10-K,False,70,
../downolad_files/data/nasdaq_annual_reports/caredx-inc/NASDAQ_CDNA_2021.pdf,ok,37.0,246,10-K,False,29,
../downolad_files/data/nasdaq_annual_reports/carecoud-inc/NASDAQ_MTBC_2019.pdf,ok,75.9,213,10-K,True,42,
../downolad_files/data/nasdaq_annual_reports/cargurus/NASDAQ_CARG_2018.pdf,ok,23.1,181,10-K,False,39,
../downolad_files/data/nasdaq_annual_reports/carecoud-inc/NASDAQ_MTBC_2020.pdf,ok,69.4,198,10-K,True,43,
../downolad_files/data/nasdaq_annual_reports/caretrust-reit-inc/NASDAQ_CTRE_2020.pdf,ok,63.8,202,10-K,False,51,
../downolad_files/data/nasdaq_annual_reports/cargurus/NASDAQ_CARG_2019.pdf,ok,33.8,204,10-K,False,43,
../downolad_files/data/nasdaq_annual_reports/caretrust-reit-inc/NASDAQ_CTRE_2018.pdf,ok,120.9,186,10-K,False,52,
../downolad_files/data/nasdaq_annual_reports/cargurus/NASDAQ_CARG_2020.pdf,ok,29.9,196,10-K,False,30,
../downolad_files/data/nasdaq_annual_reports/caretrust-reit-inc/NASDAQ_CTRE_2019.pdf,ok,136.2,221,10-K,False,56,
../downolad_files/data/nasdaq_annual_reports/cardtronics-inc/NASDAQ_CATM_2018.pdf,ok,285.1,749,10-K,False,80,
../downolad_files/data/nasdaq_annual_reports/caretrust-reit-inc/NASDAQ_CTRE_2021.pdf,ok,55.1,182,10-K,False,51,
../downolad_files/data/nasdaq_annual_reports/carrols-restaurant-group-inc/NASDAQ_TAST_2019.pdf,ok,34.8,167,,False,59,
../downolad_files/data/nasdaq_annual_reports/cargurus/NASDAQ_CARG_2021.pdf,ok,52.1,228,10-K,False,32,
../downolad_files/data/nasdaq_annual_reports/carrols-restaurant-group-inc/NASDAQ_TAST_2020.pdf,ok,38.7,194,,False,58,
../downolad_files/data/nasdaq_annual_reports/carrols-restaurant-group-inc/NASDAQ_TAST_2021.pdf,ok,43.0,200,,False,53,
../downolad_files/data/nasdaq_annual_reports/carver-bancorp-inc/NASDAQ_CARV_2017.pdf,ok,27.6,212,10-K,False,72,
../downolad_files/data/nasdaq_annual_reports/carver-bancorp-inc/NASDAQ_CARV_2019.pdf,ok,25.1,198,10-K,False,57,
../downolad_files/data/nasdaq_annual_reports/carver-bancorp-inc/NASDAQ_CARV_2016.pdf,ok,54.1,223,10-K,False,67,
../downolad_files/data/nasdaq_annual_reports/carver-bancorp-inc/NASDAQ_CARV_2018.pdf,ok,32.0,201,10-K,False,59,
../downolad_files/data/nasdaq_annual_reports/carver-bancorp-inc/NASDAQ_CARV_2020.pdf,ok,37.2,237,10-K,False,55,
../downolad_files/data/nasdaq_annual_reports/casa-systems-inc/NASDAQ_CASA_2018.pdf,ok,65.8,221,10-K,False,46,
../downolad_files/data/nasdaq_annual_reports/casella-waste-systems-inc/NASDAQ_CWST_2017.pdf,ok,36.3,236,10-K,False,60,
../downolad_files/data/nasdaq_annual_reports/carrols-restaurant-group-inc/NASDAQ_TAST_2018.pdf,ok,114.1,300,,False,71,
../downolad_files/data/nasdaq_annual_reports/casa-systems-inc/NASDAQ_CASA_2019.pdf,ok,75.7,247,10-K,False,53,
../downolad_files/data/nasdaq_annual_reports/casa-systems-inc/NASDAQ_CASA_2020.pdf,ok,66.1,227,10-K,False,38,
../downolad_files/data/nasdaq_annual_reports/casella-waste-systems-inc/NASDAQ_CWST_2018.pdf,ok,31.1,224,10-K,False,56,
../downolad_files/data/nasdaq_annual_reports/casella-waste-systems-inc/NASDAQ_CWST_2019.pdf,ok,33.5,220,10-K,False,52,
../downolad_files/data/nasdaq_annual_reports/caseys-general-stores-inc/NASDAQ_CASY_2018.pdf,ok,24.1,90,10-K,False,32,
../downolad_files/data/nasdaq_annual_reports/caseys-general-stores-inc/NASDAQ_CASY_2020.pdf,ok,15.3,100,10-K,False,31,
../downolad_files/data/nasdaq_annual_reports/caseys-general-stores-inc/NASDAQ_CASY_2019.pdf,ok,20.8,91,10-K,False,33,
../downolad_files/data/nasdaq_annual_reports/casella-waste-systems-inc/NASDAQ_CWST_2020.pdf,ok,40.9,227,10-K,False,58,
../downolad_files/data/nasdaq_annual_reports/casa-systems-inc/NASDAQ_CASA_2021.pdf,ok,66.4,220,10-K,False,36,
../downolad_files/data/nasdaq_annual_reports/caseys-general-stores-inc/NASDAQ_CASY_2021.pdf,ok,21.4,108,10-K,False,30,
../downolad_files/data/nasdaq_annual_reports/casi-pharmaceuticals-inc/NASDAQ_CASI_2018.pdf,ok,21.6,131,,,21,
../downolad_files/data/nasdaq_annual_reports/casella-waste-systems-inc/NASDAQ_CWST_2021.pdf,ok,31.8,212,10-K,False,57,
../downolad_files/data/nasdaq_annual_reports/casi-pharmaceuticals-inc/NASDAQ_CASI_2019.pdf,ok,26.0,146,10-K,False,21,
../downolad_files/data/nasdaq_annual_reports/cass-information-services-inc/NASDAQ_CASS_2018.pdf,ok,21.5,123,10-K,False,53,
../downolad_files/data/nasdaq_annual_reports/casi-pharmaceuticals-inc/NASDAQ_CASI_2021.pdf,ok,31.6,192,10-K,False,30,
../downolad_files/data/nasdaq_annual_reports/cass-information-services-inc/NASDAQ_CASS_2019.pdf,ok,26.3,123,10-K,False,48,
../downolad_files/data/nasdaq_annual_reports/cass-information-services-inc/NASDAQ_CASS_2020.pdf,ok,22.4,138,10-K,False,48,
../downolad_files/data/nasdaq_annual_reports/cass-information-services-inc/NASDAQ_CASS_2021.pdf,ok,29.7,17,,,0,
../downolad_files/data/nasdaq_annual_reports/cassava-sciences-inc/NASDAQ_SAVA_2018.pdf,ok,30.4,157,10-K,False,8,
../downolad_files/data/nasdaq_annual_reports/cassava-sciences-inc/NASDAQ_SAVA_2020.pdf,ok,35.8,173,10-K,False,19,
../downolad_files/data/nasdaq_annual_reports/casi-pharmaceuticals-inc/NASDAQ_CASI_2020.pdf,ok,71.1,200,10-K,False,28,
../downolad_files/data/nasdaq_annual_reports/castle-biosciences-inc/NASDAQ_CSTL_2019.pdf,ok,36.6,278,10-K,False,45,
../downolad_files/data/nasdaq_annual_reports/castle-biosciences-inc/NASDAQ_CSTL_2020.pdf,ok,45.8,262,10-K,False,24,
../downolad_files/data/nasdaq_annual_reports/castlight-health-inc/NASDAQ_CSLT_2017.pdf,ok,33.1,169,10-K,False,27,
../downolad_files/data/nasdaq_annual_reports/cassava-sciences-inc/NASDAQ_SAVA_2019.pdf,ok,54.9,169,10-K,False,11,
../downolad_files/data/nasdaq_annual_reports/castle-biosciences-inc/NASDAQ_CSTL_2021.pdf,ok,54.4,10,,,1,
../downolad_files/data/nasdaq_annual_reports/castlight-health-inc/NASDAQ_CSLT_2018.pdf,ok,36.3,173,10-K,False,33,
../downolad_files/data/nasdaq_annual_reports/castlight-health-inc/NASDAQ_CSLT_2019.pdf,ok,28.9,174,10-K,False,29,
../downolad_files/data/nasdaq_annual_reports/castlight-health-inc/NASDAQ_CSLT_2020.pdf,ok,26.4,176,10-K,False,23,
../downolad_files/data/nasdaq_annual_reports/castor-maritime-inc/NASDAQ_CTRM_2018.pdf,ok,20.9,67,20-F,False,21,
../downolad_files/data/nasdaq_annual_reports/catabasis-pharmaceuticals-inc/NASDAQ_CATB_2017.pdf,ok,30.6,238,10-K,False,29,
../downolad_files/data/nasdaq_annual_reports/catabasis-pharmaceuticals-inc/NASDAQ_CATB_2018.pdf,ok,29.4,227,10-K,False,22,
../downolad_files/data/nasdaq_annual_reports/catabasis-pharmaceuticals-inc/NASDAQ_CATB_2019.pdf,ok,30.4,234,10-K,False,19,
../downolad_files/data/nasdaq_annual_reports/castor-maritime-inc/NASDAQ_CTRM_2019.pdf,ok,71.0,230,20-F,False,34,
