pdf_path,company,registrant_name,company_name_mismatch,error
../downolad_files/data/nasdaq_annual_reports\biodelivery-sciences-international-inc\NASDAQ_BDSI_2019.pdf,biodelivery-sciences-international-inc,"BioDelivery Sciences International, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biofrontera-ag\NASDAQ_BFRA_2017.pdf,biofrontera-ag,,,
../downolad_files/data/nasdaq_annual_reports\biofrontera-ag\NASDAQ_BFRA_2018.pdf,biofrontera-ag,,,
../downolad_files/data/nasdaq_annual_reports\biodelivery-sciences-international-inc\NASDAQ_BDSI_2020.pdf,biodelivery-sciences-international-inc,"BioDelivery Sciences International, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biofrontera-ag\NASDAQ_BFRA_2021.pdf,biofrontera-ag,,,
../downolad_files/data/nasdaq_annual_reports\biogen-idec\NASDAQ_BIIB_2018.pdf,biogen-idec,BIOGEN INC.,False,
../downolad_files/data/nasdaq_annual_reports\biogen-idec\NASDAQ_BIIB_2019.PDF,biogen-idec,BIOGEN INC.,False,
../downolad_files/data/nasdaq_annual_reports\biogen-idec\NASDAQ_BIIB_2020.pdf,biogen-idec,BIOGEN INC.,False,
../downolad_files/data/nasdaq_annual_reports\biofrontera-ag\NASDAQ_BFRA_2020.pdf,biofrontera-ag,,,
../downolad_files/data/nasdaq_annual_reports\biofrontera-ag\NASDAQ_BFRA_2019.pdf,biofrontera-ag,,,
../downolad_files/data/nasdaq_annual_reports\biogen-idec\NASDAQ_BIIB_2021.pdf,biogen-idec,BIOGEN INC.,False,
../downolad_files/data/nasdaq_annual_reports\biohitech-global-inc\NASDAQ_BHTG_2017.pdf,biohitech-global-inc,"BioHiTech Global, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biohitech-global-inc\NASDAQ_BHTG_2018.pdf,biohitech-global-inc,"BioHiTech Global, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biohitech-global-inc\NASDAQ_BHTG_2019.pdf,biohitech-global-inc,"BioHiTech Global, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biohitech-global-inc\NASDAQ_BHTG_2020.pdf,biohitech-global-inc,"BioHiTech Global, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biolase-inc\NASDAQ_BIOL_2016.pdf,biolase-inc,"BIOLASE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biolase-inc\NASDAQ_BIOL_2017.pdf,biolase-inc,"BIOLASE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biolase-inc\NASDAQ_BIOL_2018.pdf,biolase-inc,"BIOLASE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biolinerx-ltd\NASDAQ_BLRX_2017.pdf,biolinerx-ltd,BioLineRx Ltd.,False,
../downolad_files/data/nasdaq_annual_reports\biolase-inc\NASDAQ_BIOL_2019.pdf,biolase-inc,"BIOLASE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biolinerx-ltd\NASDAQ_BLRX_2018.pdf,biolinerx-ltd,BioLineRx Ltd.,False,
../downolad_files/data/nasdaq_annual_reports\biolase-inc\NASDAQ_BIOL_2020.pdf,biolase-inc,"BIOLASE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biolinerx-ltd\NASDAQ_BLRX_2019.pdf,biolinerx-ltd,BioLineRx Ltd.,False,
../downolad_files/data/nasdaq_annual_reports\biolinerx-ltd\NASDAQ_BLRX_2020.pdf,biolinerx-ltd,BioLineRx Ltd.,False,
../downolad_files/data/nasdaq_annual_reports\biomarin-pharmaceutical-inc\NASDAQ_BMRN_2019.pdf,biomarin-pharmaceutical-inc,BioMarin Pharmaceutical Inc.,False,
../downolad_files/data/nasdaq_annual_reports\biomarin-pharmaceutical-inc\NASDAQ_BMRN_2020.pdf,biomarin-pharmaceutical-inc,BioMarin Pharmaceutical Inc.,False,
../downolad_files/data/nasdaq_annual_reports\biolinerx-ltd\NASDAQ_BLRX_2021.pdf,biolinerx-ltd,BioLineRx Ltd.,False,
../downolad_files/data/nasdaq_annual_reports\biomerica-inc\NASDAQ_BMRA_2018.pdf,biomerica-inc,"BIOMERICA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biomarin-pharmaceutical-inc\NASDAQ_BMRN_2021.pdf,biomarin-pharmaceutical-inc,BioMarin Pharmaceutical Inc.,False,
../downolad_files/data/nasdaq_annual_reports\biomerica-inc\NASDAQ_BMRA_2019.pdf,biomerica-inc,"BIOMERICA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biomarin-pharmaceutical-inc\NASDAQ_BMRN_2018.pdf,biomarin-pharmaceutical-inc,BioMarin Pharmaceutical Inc.,False,
../downolad_files/data/nasdaq_annual_reports\biomerica-inc\NASDAQ_BMRA_2020.pdf,biomerica-inc,"BIOMERICA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biomerica-inc\NASDAQ_BMRA_2021.pdf,biomerica-inc,"BIOMERICA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bionano-genomics-inc\NASDAQ_BNGO_2019.pdf,bionano-genomics-inc,"Bionano Genomics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\bionano-genomics-inc\NASDAQ_BNGO_2020.pdf,bionano-genomics-inc,"Bionano Genomics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biontech-se\NASDAQ_BNTX_2019.pdf,biontech-se,BioNTech SE,False,
../downolad_files/data/nasdaq_annual_reports\bionano-genomics-inc\NASDAQ_BNGO_2021.pdf,bionano-genomics-inc,"Bionano Genomics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biosig-technologies-inc\NASDAQ_BSGM_2016.pdf,biosig-technologies-inc,"BIOSIG TECHNOLOGIES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biontech-se\NASDAQ_BNTX_2020.pdf,biontech-se,BioNTech SE,False,
../downolad_files/data/nasdaq_annual_reports\biosig-technologies-inc\NASDAQ_BSGM_2017.pdf,biosig-technologies-inc,"BIOSIG TECHNOLOGIES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biosig-technologies-inc\NASDAQ_BSGM_2018.pdf,biosig-technologies-inc,"BIOSIG TECHNOLOGIES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biosig-technologies-inc\NASDAQ_BSGM_2019.pdf,biosig-technologies-inc,"BIOSIG TECHNOLOGIES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biosig-technologies-inc\NASDAQ_BSGM_2020.pdf,biosig-technologies-inc,"BIOSIG TECHNOLOGIES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\biospecifics-technologies-corp\NASDAQ_BSTC_2016.pdf,biospecifics-technologies-corp,BIOSPECIFICS TECHNOLOGIES CORP.,False,
../downolad_files/data/nasdaq_annual_reports\biospecifics-technologies-corp\NASDAQ_BSTC_2019.pdf,biospecifics-technologies-corp,BIOSPECIFICS TECHNOLOGIES CORP.,False,
../downolad_files/data/nasdaq_annual_reports\biospecifics-technologies-corp\NASDAQ_BSTC_2017.pdf,biospecifics-technologies-corp,BIOSPECIFICS TECHNOLOGIES CORP.,False,
../downolad_files/data/nasdaq_annual_reports\biotelemetry-inc\NASDAQ_BEAT_2017.pdf,biotelemetry-inc,,,
../downolad_files/data/nasdaq_annual_reports\biospecifics-technologies-corp\NASDAQ_BSTC_2018.pdf,biospecifics-technologies-corp,BIOSPECIFICS TECHNOLOGIES CORP.,False,
../downolad_files/data/nasdaq_annual_reports\biotelemetry-inc\NASDAQ_BEAT_2019.PDF,biotelemetry-inc,"BioTelemetry, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biotelemetry-inc\NASDAQ_BEAT_2016.pdf,biotelemetry-inc,"BioTelemetry, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biotelemetry-inc\NASDAQ_BEAT_2018.pdf,biotelemetry-inc,"BioTelemetry, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\biovie-inc\NASDAQ_BIVI_2016.pdf,biovie-inc,"BIOVIE INC. (F/K/A NANO ANTIBIOTICS, INC.)",False,
../downolad_files/data/nasdaq_annual_reports\biovie-inc\NASDAQ_BIVI_2017.pdf,biovie-inc,"BIOVIE INC. (F/K/A NANO ANTIBIOTICS, INC.)",False,
../downolad_files/data/nasdaq_annual_reports\biovie-inc\NASDAQ_BIVI_2018.pdf,biovie-inc,BIOVIE INC.,False,
../downolad_files/data/nasdaq_annual_reports\biovie-inc\NASDAQ_BIVI_2019.pdf,biovie-inc,BIOVIE INC.,False,
../downolad_files/data/nasdaq_annual_reports\biovie-inc\NASDAQ_BIVI_2020.pdf,biovie-inc,BIOVIE INC.,False,
../downolad_files/data/nasdaq_annual_reports\bioxcel-therapeutics-inc\NASDAQ_BTAI_2018.pdf,bioxcel-therapeutics-inc,"BioXcel Therapeutics, Inc",False,
../downolad_files/data/nasdaq_annual_reports\bioxcel-therapeutics-inc\NASDAQ_BTAI_2019.pdf,bioxcel-therapeutics-inc,"BioXcel Therapeutics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\bioxcel-therapeutics-inc\NASDAQ_BTAI_2020.pdf,bioxcel-therapeutics-inc,"BioXcel Therapeutics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\bjs-restaurants-inc\NASDAQ_BJRI_2020.pdf,bjs-restaurants-inc,,,
../downolad_files/data/nasdaq_annual_reports\bjs-restaurants-inc\NASDAQ_BJRI_2021.pdf,bjs-restaurants-inc,"BJ’S RESTAURANTS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\black-box-corp\NASDAQ_BBOX_2014.pdf,black-box-corp,Black Box Corporation,False,
../downolad_files/data/nasdaq_annual_reports\black-box-corp\NASDAQ_BBOX_2015.pdf,black-box-corp,Black Box Corporation,False,
../downolad_files/data/nasdaq_annual_reports\bjs-restaurants-inc\NASDAQ_BJRI_2022.pdf,bjs-restaurants-inc,,,
../downolad_files/data/nasdaq_annual_reports\black-box-corp\NASDAQ_BBOX_2016.pdf,black-box-corp,Black Box Corporation,False,
../downolad_files/data/nasdaq_annual_reports\black-box-corp\NASDAQ_BBOX_2018.pdf,black-box-corp,Black Box Corporation,False,
../downolad_files/data/nasdaq_annual_reports\black-diamond-therapeutics-inc\NASDAQ_BDTX_2019.pdf,black-diamond-therapeutics-inc,"BLACK DIAMOND THERAPEUTICS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\black-diamond-therapeutics-inc\NASDAQ_BDTX_2020.pdf,black-diamond-therapeutics-inc,"BLACK DIAMOND THERAPEUTICS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\blackLine\NASDAQ_BL_2016.pdf,blackLine,"BlackLine, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\blackLine\NASDAQ_BL_2017.pdf,blackLine,"BlackLine, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\blackLine\NASDAQ_BL_2018.pdf,blackLine,"BlackLine, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\blackbaud-inc\NASDAQ_BLKB_2018.pdf,blackbaud-inc,"Blackbaud, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\blackLine\NASDAQ_BL_2019.pdf,blackLine,"BlackLine, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\black-box-corp\NASDAQ_BBOX_2017.pdf,black-box-corp,Black Box Corporation,False,
../downolad_files/data/nasdaq_annual_reports\blackbaud-inc\NASDAQ_BLKB_2019.pdf,blackbaud-inc,"Blackbaud, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\blackbaud-inc\NASDAQ_BLKB_2020.pdf,blackbaud-inc,"Blackbaud, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\blackLine\NASDAQ_BL_2020.pdf,blackLine,"BlackLine, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\blackbaud-inc\NASDAQ_BLKB_2021.pdf,blackbaud-inc,"Blackbaud, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\blackrock-capital-investment-corporation\NASDAQ_BKCC_2016.pdf,blackrock-capital-investment-corporation,BlackRock Capital Investment Corporation,False,
../downolad_files/data/nasdaq_annual_reports\blackrock-capital-investment-corporation\NASDAQ_BKCC_2017.pdf,blackrock-capital-investment-corporation,BlackRock Capital Investment Corporation,False,
../downolad_files/data/nasdaq_annual_reports\blackrock-capital-investment-corporation\NASDAQ_BKCC_2018.pdf,blackrock-capital-investment-corporation,BlackRock Capital Investment Corporation,False,
../downolad_files/data/nasdaq_annual_reports\blackrock-capital-investment-corporation\NASDAQ_BKCC_2019.pdf,blackrock-capital-investment-corporation,BlackRock Capital Investment Corporation,False,
../downolad_files/data/nasdaq_annual_reports\blackrock-tcp-capital-corp\NASDAQ_TCPC_2018.pdf,blackrock-tcp-capital-corp,,,
../downolad_files/data/nasdaq_annual_reports\blackrock-capital-investment-corporation\NASDAQ_BKCC_2020.pdf,blackrock-capital-investment-corporation,BlackRock Capital Investment Corporation,False,
../downolad_files/data/nasdaq_annual_reports\blackrock-tcp-capital-corp\NASDAQ_TCPC_2019.pdf,blackrock-tcp-capital-corp,,,
../downolad_files/data/nasdaq_annual_reports\blackrock-tcp-capital-corp\NASDAQ_TCPC_2020.pdf,blackrock-tcp-capital-corp,,,
../downolad_files/data/nasdaq_annual_reports\blackrock-tcp-capital-corp\NASDAQ_TCPC_2021.pdf,blackrock-tcp-capital-corp,,,
../downolad_files/data/nasdaq_annual_reports\blink-charging-co\NASDAQ_BLNK_2017.pdf,blink-charging-co,BLINK CHARGING CO.,False,
../downolad_files/data/nasdaq_annual_reports\blink-charging-co\NASDAQ_BLNK_2018.pdf,blink-charging-co,BLINK CHARGING CO.,False,
../downolad_files/data/nasdaq_annual_reports\blink-charging-co\NASDAQ_BLNK_2020.pdf,blink-charging-co,BLINK CHARGING CO.,False,
../downolad_files/data/nasdaq_annual_reports\blink-charging-co\NASDAQ_BLNK_2019.pdf,blink-charging-co,BLINK CHARGING CO.,False,
../downolad_files/data/nasdaq_annual_reports\bloomin-brands-inc\NASDAQ_BLMN_2019.pdf,bloomin-brands-inc,"BLOOMIN’ BRANDS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bloomin-brands-inc\NASDAQ_BLMN_2018.pdf,bloomin-brands-inc,"BLOOMIN’ BRANDS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bloomin-brands-inc\NASDAQ_BLMN_2020.pdf,bloomin-brands-inc,"BLOOMIN’ BRANDS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bloomin-brands-inc\NASDAQ_BLMN_2021.pdf,bloomin-brands-inc,"BLOOMIN’ BRANDS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\blucora-inc\NASDAQ_BCOR_2020.pdf,blucora-inc,,,
../downolad_files/data/nasdaq_annual_reports\blucora-inc\NASDAQ_BCOR_2019.pdf,blucora-inc,"Blucora, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\blucora-inc\NASDAQ_BCOR_2018.pdf,blucora-inc,"BLUCORA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\blucora-inc\NASDAQ_BCOR_2021.pdf,blucora-inc,,,
../downolad_files/data/nasdaq_annual_reports\blue-bird-corp\NASDAQ_BLBD_2018.pdf,blue-bird-corp,BLUE BIRD CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\blue-bird-corp\NASDAQ_BLBD_2019.pdf,blue-bird-corp,,,
../downolad_files/data/nasdaq_annual_reports\blue-bird-corp\NASDAQ_BLBD_2020.pdf,blue-bird-corp,,,
../downolad_files/data/nasdaq_annual_reports\blue-dolphin-energy-co\NASDAQ_BDCO_2018.pdf,blue-dolphin-energy-co,BLUE DOLPHIN ENERGY COMPANY,False,
../downolad_files/data/nasdaq_annual_reports\blue-bird-corp\NASDAQ_BLBD_2021.pdf,blue-bird-corp,,,
../downolad_files/data/nasdaq_annual_reports\blue-dolphin-energy-co\NASDAQ_BDCO_2019.pdf,blue-dolphin-energy-co,BLUE DOLPHIN ENERGY COMPANY,False,
../downolad_files/data/nasdaq_annual_reports\blue-dolphin-energy-co\NASDAQ_BDCO_2020.pdf,blue-dolphin-energy-co,BLUE DOLPHIN ENERGY COMPANY,False,
../downolad_files/data/nasdaq_annual_reports\blue-hat-interactive-entertainment-technology\NASDAQ_BHAT_2019.pdf,blue-hat-interactive-entertainment-technology,Blue Hat Interactive Entertainment Technology,False,
../downolad_files/data/nasdaq_annual_reports\blue-dolphin-energy-co\NASDAQ_BDCO_2021.pdf,blue-dolphin-energy-co,BLUE DOLPHIN ENERGY COMPANY,False,
../downolad_files/data/nasdaq_annual_reports\blue-hat-interactive-entertainment-technology\NASDAQ_BHAT_2020.pdf,blue-hat-interactive-entertainment-technology,Blue Hat Interactive Entertainment Technology,False,
../downolad_files/data/nasdaq_annual_reports\bluebird-bio-inc\NASDAQ_BLUE_2016.pdf,bluebird-bio-inc,"bluebird bio, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\bluebird-bio-inc\NASDAQ_BLUE_2017.pdf,bluebird-bio-inc,"bluebird bio, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\blueknight-energy-parnters-lp\NASDAQ_BKEP_2018.pdf,blueknight-energy-parnters-lp,"BLUEKNIGHT ENERGY PARTNERS, L.P.",False,
../downolad_files/data/nasdaq_annual_reports\bluebird-bio-inc\NASDAQ_BLUE_2018.pdf,bluebird-bio-inc,"bluebird bio, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\bluebird-bio-inc\NASDAQ_BLUE_2019.pdf,bluebird-bio-inc,,,
../downolad_files/data/nasdaq_annual_reports\blueknight-energy-parnters-lp\NASDAQ_BKEP_2020.pdf,blueknight-energy-parnters-lp,"BLUEKNIGHT ENERGY PARTNERS, L.P.",False,
../downolad_files/data/nasdaq_annual_reports\bluebird-bio-inc\NASDAQ_BLUE_2020.pdf,bluebird-bio-inc,,,
../downolad_files/data/nasdaq_annual_reports\blueknight-energy-parnters-lp\NASDAQ_BKEP_2021.pdf,blueknight-energy-parnters-lp,"BLUEKNIGHT ENERGY PARTNERS, L.P.",False,
../downolad_files/data/nasdaq_annual_reports\blueprint-medicines-corp\NASDAQ_BPMC_2019.pdf,blueprint-medicines-corp,BLUEPRINT MEDICINES CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\blueprint-medicines-corp\NASDAQ_BPMC_2020.pdf,blueprint-medicines-corp,BLUEPRINT MEDICINES CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\blueknight-energy-parnters-lp\NASDAQ_BKEP_2019.pdf,blueknight-energy-parnters-lp,"BLUEKNIGHT ENERGY PARTNERS, L.P.",False,
../downolad_files/data/nasdaq_annual_reports\blueprint-medicines-corp\NASDAQ_BPMC_2018.pdf,blueprint-medicines-corp,BLUEPRINT MEDICINES CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\blueprint-medicines-corp\NASDAQ_BPMC_2021.pdf,blueprint-medicines-corp,9)(cid:40)(cid:54)(cid:3)(cid:38)(cid:50)(cid:53)(cid:51)(cid:50)(cid:53)(cid:36)(cid:55)(cid:44)(cid:50)(cid:49)(cid:3),True,
../downolad_files/data/nasdaq_annual_reports\boingo-wireless-inc\NASDAQ_WIFI_2018.pdf,boingo-wireless-inc,"BOINGO WIRELESS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bogota-financial-corp\NASDAQ_BSBK_2020.pdf,bogota-financial-corp,Bogota Financial Corp.,False,
../downolad_files/data/nasdaq_annual_reports\boingo-wireless-inc\NASDAQ_WIFI_2017.pdf,boingo-wireless-inc,"BOINGO WIRELESS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\boingo-wireless-inc\NASDAQ_WIFI_2019.pdf,boingo-wireless-inc,"BOINGO WIRELESS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\boingo-wireless-inc\NASDAQ_WIFI_2020.pdf,boingo-wireless-inc,"BOINGO WIRELESS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bok-financial-corporation\NASDAQ_BOKF_2018.PDF,bok-financial-corporation,BOK FINANCIAL CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\bok-financial-corporation\NASDAQ_BOKF_2019.pdf,bok-financial-corporation,BOK FINANCIAL CORP ET AL,False,
../downolad_files/data/nasdaq_annual_reports\bok-financial-corporation\NASDAQ_BOKF_2021.pdf,bok-financial-corporation,BOK FINANCIAL CORP,False,
../downolad_files/data/nasdaq_annual_reports\bok-financial-corporation\NASDAQ_BOKF_2020.pdf,bok-financial-corporation,BOK FINANCIAL CORP,False,
../downolad_files/data/nasdaq_annual_reports\booking-holdings\NASDAQ_BKNG_2016.pdf,booking-holdings,The Priceline Group Inc.,True,
../downolad_files/data/nasdaq_annual_reports\booking-holdings\NASDAQ_BKNG_2017.pdf,booking-holdings,Booking Holdings Inc.,False,
../downolad_files/data/nasdaq_annual_reports\booking-holdings\NASDAQ_BKNG_2018.pdf,booking-holdings,Booking Holdings Inc.,False,
../downolad_files/data/nasdaq_annual_reports\booking-holdings\NASDAQ_BKNG_2019.pdf,booking-holdings,Booking Holdings Inc.,False,
../downolad_files/data/nasdaq_annual_reports\boston-omaha-corporation\NASDAQ_BOMN_2018.pdf,boston-omaha-corporation,BOSTON OMAHA CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\boston-omaha-corporation\NASDAQ_BOMN_2021.pdf,boston-omaha-corporation,,,
../downolad_files/data/nasdaq_annual_reports\boston-omaha-corporation\NASDAQ_BOMN_2019_52a5ef48432b4d1c8d163b296100a999.pdf,boston-omaha-corporation,BOSTON OMAHA CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\boston-omaha-corporation\NASDAQ_BOMN_2020.pdf,boston-omaha-corporation,BOSTON OMAHA CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\bottomline-technologies-inc\NASDAQ_EPAY_2018.pdf,bottomline-technologies-inc,"BOTTOMLINE TECHNOLOGIES (de), INC.",False,
../downolad_files/data/nasdaq_annual_reports\bottomline-technologies-inc\NASDAQ_EPAY_2019.pdf,bottomline-technologies-inc,"BOTTOMLINE TECHNOLOGIES (de), INC.",False,
../downolad_files/data/nasdaq_annual_reports\booking-holdings\NASDAQ_BKNG_2020.pdf,booking-holdings,Booking Holdings Inc.,False,
../downolad_files/data/nasdaq_annual_reports\bottomline-technologies-inc\NASDAQ_EPAY_2020.pdf,bottomline-technologies-inc,"BOTTOMLINE TECHNOLOGIES (de), INC.",False,
../downolad_files/data/nasdaq_annual_reports\bottomline-technologies-inc\NASDAQ_EPAY_2021.pdf,bottomline-technologies-inc,"BOTTOMLINE TECHNOLOGIES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\boxlight-corporation\NASDAQ_BOXL_2017.pdf,boxlight-corporation,BOXLIGHT CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\boxlight-corporation\NASDAQ_BOXL_2018.pdf,boxlight-corporation,BOXLIGHT CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\boxlight-corporation\NASDAQ_BOXL_2019.pdf,boxlight-corporation,BOXLIGHT CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\boxlight-corporation\NASDAQ_BOXL_2020.pdf,boxlight-corporation,BOXLIGHT CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\brainstorm-cell-therapeutics\NASDAQ_BCLI_2017.pdf,brainstorm-cell-therapeutics,BRAINSTORM CELL THERAPEUTICS INC.,False,
../downolad_files/data/nasdaq_annual_reports\brainstorm-cell-therapeutics\NASDAQ_BCLI_2016.pdf,brainstorm-cell-therapeutics,BRAINSTORM CELL THERAPEUTICS INC.,False,
../downolad_files/data/nasdaq_annual_reports\brainstorm-cell-therapeutics\NASDAQ_BCLI_2018.pdf,brainstorm-cell-therapeutics,BRAINSTORM CELL THERAPEUTICS INC.,False,
../downolad_files/data/nasdaq_annual_reports\brainstorm-cell-therapeutics\NASDAQ_BCLI_2019.pdf,brainstorm-cell-therapeutics,BRAINSTORM CELL THERAPEUTICS INC.,False,
../downolad_files/data/nasdaq_annual_reports\brainsway-ltd\NASDAQ_BWAY_2017.pdf,brainsway-ltd,,,
../downolad_files/data/nasdaq_annual_reports\brainsway-ltd\NASDAQ_BWAY_2018.pdf,brainsway-ltd,,,
../downolad_files/data/nasdaq_annual_reports\brainsway-ltd\NASDAQ_BWAY_2019.pdf,brainsway-ltd,,,
../downolad_files/data/nasdaq_annual_reports\brainsway-ltd\NASDAQ_BWAY_2020.pdf,brainsway-ltd,BrainsWay Ltd.,False,
../downolad_files/data/nasdaq_annual_reports\brainstorm-cell-therapeutics\NASDAQ_BCLI_2020.pdf,brainstorm-cell-therapeutics,BRAINSTORM CELL THERAPEUTICS INC.,False,
../downolad_files/data/nasdaq_annual_reports\briacell-therapeutics-corp\NASDAQ_BCTX_2019.pdf,briacell-therapeutics-corp,,,
../downolad_files/data/nasdaq_annual_reports\briacell-therapeutics-corp\NASDAQ_BCTX_2020.pdf,briacell-therapeutics-corp,,,
../downolad_files/data/nasdaq_annual_reports\brainsway-ltd\NASDAQ_BWAY_2021.pdf,brainsway-ltd,BrainsWay Ltd.,False,
../downolad_files/data/nasdaq_annual_reports\brickell-biotech-inc\NASDAQ_BBI_2021.pdf,brickell-biotech-inc,"BRICKELL BIOTECH, INC.",False,
../downolad_files/data/nasdaq_annual_reports\brickell-biotech-inc\NASDAQ_BBI_2019.pdf,brickell-biotech-inc,"BRICKELL BIOTECH, INC.",False,
../downolad_files/data/nasdaq_annual_reports\brickell-biotech-inc\NASDAQ_BBI_2020.pdf,brickell-biotech-inc,"BRICKELL BIOTECH, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bridge-bancorp-inc\NASDAQ_BDGE_2017.pdf,bridge-bancorp-inc,"BRIDGE BANCORP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bridge-bancorp-inc\NASDAQ_BDGE_2018.pdf,bridge-bancorp-inc,"BRIDGE BANCORP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bridge-bancorp-inc\NASDAQ_BDGE_2019.pdf,bridge-bancorp-inc,"BRIDGE BANCORP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bridgebio-pharma-inc\NASDAQ_BBIO_2019.pdf,bridgebio-pharma-inc,"BridgeBio Pharma, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\bridgeline-digital-inc\NASDAQ_BLIN_2017.pdf,bridgeline-digital-inc,"Bridgeline Digital, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\bridgebio-pharma-inc\NASDAQ_BBIO_2020.pdf,bridgebio-pharma-inc,"BridgeBio Pharma, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\bridgewater-bank\NASDAQ_BWB_2017.pdf,bridgewater-bank,,,
../downolad_files/data/nasdaq_annual_reports\bridgeline-digital-inc\NASDAQ_BLIN_2020.pdf,bridgeline-digital-inc,"Bridgeline Digital, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\bridgeline-digital-inc\NASDAQ_BLIN_2019.pdf,bridgeline-digital-inc,,,
../downolad_files/data/nasdaq_annual_reports\bridgewater-bank\NASDAQ_BWB_2018.pdf,bridgewater-bank,"BRIDGEWATER BANCSHARES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bridgewater-bank\NASDAQ_BWB_2019.pdf,bridgewater-bank,"BRIDGEWATER BANCSHARES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bridgewater-bank\NASDAQ_BWB_2020.pdf,bridgewater-bank,"BRIDGEWATER BANCSHARES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\bridgeline-digital-inc\NASDAQ_BLIN_2021.pdf,bridgeline-digital-inc,"Bridgeline Digital, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\bridgford-foods\NASDAQ_BRID_2021.pdf,bridgford-foods,BRIDGFORD FOODS CORPORATION,False,
