pdf_path,company,registrant_name,company_name_mismatch,error
../downolad_files/data/nasdaq_annual_reports\amarin-corporation-plc\NASDAQ_AMRN_2020.pdf,amarin-corporation-plc,Amarin Corporation plc,False,
../downolad_files/data/nasdaq_annual_reports\amarin-corporation-plc\NASDAQ_AMRN_2018.pdf,amarin-corporation-plc,Amarin Corporation plc,False,
../downolad_files/data/nasdaq_annual_reports\amarin-corporation-plc\NASDAQ_AMRN_2019.pdf,amarin-corporation-plc,Amarin Corporation plc,False,
../downolad_files/data/nasdaq_annual_reports\amazoncom-inc\NASDAQ_AMZN_2017.PDF,amazoncom-inc,"AMAZON.COM, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amazoncom-inc\NASDAQ_AMZN_2018.pdf,amazoncom-inc,"AMAZON.COM, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amazoncom-inc\NASDAQ_AMZN_2019.pdf,amazoncom-inc,,,
../downolad_files/data/nasdaq_annual_reports\amazoncom-inc\NASDAQ_AMZN_2020.pdf,amazoncom-inc,,,
../downolad_files/data/nasdaq_annual_reports\amazoncom-inc\NASDAQ_AMZN_2021.pdf,amazoncom-inc,"AMAZON.COM, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ambac-financial-group-inc-1\NASDAQ_AMBC_2019.pdf,ambac-financial-group-inc-1,AMBAC FINANCIAL GROUP INC,False,
../downolad_files/data/nasdaq_annual_reports\amarin-corporation-plc\NASDAQ_AMRN_2021.pdf,amarin-corporation-plc,Amarin Corporation plc,False,
../downolad_files/data/nasdaq_annual_reports\ambac-financial-group-inc-1\NASDAQ_AMBC_2020.pdf,ambac-financial-group-inc-1,"AMBAC FINANCIAL GROUP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ambac-financial-group-inc-1\NASDAQ_AMBC_2021.pdf,ambac-financial-group-inc-1,"AMBAC FINANCIAL GROUP, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ambac-financial-group-inc-1\NASDAQ_AMBC_2022.pdf,ambac-financial-group-inc-1,,,
../downolad_files/data/nasdaq_annual_reports\ambarella-inc\NASDAQ_AMBA_2019.pdf,ambarella-inc,"AMBARELLA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ambarella-inc\NASDAQ_AMBA_2020.pdf,ambarella-inc,"AMBARELLA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ambarella-inc\NASDAQ_AMBA_2021.pdf,ambarella-inc,"AMBARELLA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ambarella-inc\NASDAQ_AMBA_2022.pdf,ambarella-inc,"AMBARELLA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amc-networks\NASDAQ_AMCX_2019.pdf,amc-networks,AMC Networks Inc.,False,
../downolad_files/data/nasdaq_annual_reports\amc-networks\NASDAQ_AMCX_2020.pdf,amc-networks,AMC Networks Inc.,False,
../downolad_files/data/nasdaq_annual_reports\amc-networks\NASDAQ_AMCX_2021.pdf,amc-networks,AMC Networks Inc.,False,
../downolad_files/data/nasdaq_annual_reports\amc-networks\NASDAQ_AMCX_2022.pdf,amc-networks,AMC Networks Inc.,False,
../downolad_files/data/nasdaq_annual_reports\amedisys-inc\NASDAQ_AMED_2019.pdf,amedisys-inc,"AMEDISYS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amedisys-inc\NASDAQ_AMED_2018.pdf,amedisys-inc,"AMEDISYS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amedisys-inc\NASDAQ_AMED_2020.pdf,amedisys-inc,,,
../downolad_files/data/nasdaq_annual_reports\amedisys-inc\NASDAQ_AMED_2021.pdf,amedisys-inc,,,
../downolad_files/data/nasdaq_annual_reports\amerant-bancorp-inc\NASDAQ_AMTBB_2020.pdf,amerant-bancorp-inc,Amerant Bancorp Inc.,False,
../downolad_files/data/nasdaq_annual_reports\amerant-bancorp-inc\NASDAQ_AMTBB_2019.pdf,amerant-bancorp-inc,Amerant Bancorp Inc.,False,
../downolad_files/data/nasdaq_annual_reports\amerco\NASDAQ_UHAL_2018.pdf,amerco,,,
../downolad_files/data/nasdaq_annual_reports\amerco\NASDAQ_UHAL_2019.PDF,amerco,,,
../downolad_files/data/nasdaq_annual_reports\amerco\NASDAQ_UHAL_2020.pdf,amerco,,,
../downolad_files/data/nasdaq_annual_reports\amerco\NASDAQ_UHAL_2021.pdf,amerco,,,
../downolad_files/data/nasdaq_annual_reports\amerant-bancorp-inc\NASDAQ_AMTBB_2021.pdf,amerant-bancorp-inc,,,
../downolad_files/data/nasdaq_annual_reports\ameri-holdings-inc\NASDAQ_AMRH_2016.pdf,ameri-holdings-inc,"AMERI Holdings, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\american-airlines-group\NASDAQ_AAL_2019.pdf,american-airlines-group,American Airlines Group Inc.,False,
../downolad_files/data/nasdaq_annual_reports\american-airlines-group\NASDAQ_AAL_2020.pdf,american-airlines-group,American Airlines Group Inc.,False,
../downolad_files/data/nasdaq_annual_reports\ameri-holdings-inc\NASDAQ_AMRH_2017.pdf,ameri-holdings-inc,"AMERI Holdings, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\american-airlines-group\NASDAQ_AAL_2021.pdf,american-airlines-group,American Airlines Group Inc.,False,
../downolad_files/data/nasdaq_annual_reports\american-airlines-group\NASDAQ_AAL_2022.pdf,american-airlines-group,American Airlines Group Inc.,False,
../downolad_files/data/nasdaq_annual_reports\ameri-holdings-inc\NASDAQ_AMRH_2018.pdf,ameri-holdings-inc,"AMERI Holdings, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\american-national-bankshares-inc\NASDAQ_AMNB_2020.pdf,american-national-bankshares-inc,,,
../downolad_files/data/nasdaq_annual_reports\american-national-bankshares-inc\NASDAQ_AMNB_2021.pdf,american-national-bankshares-inc,,,
../downolad_files/data/nasdaq_annual_reports\american-national-bankshares-inc\NASDAQ_AMNB_2022.pdf,american-national-bankshares-inc,,,
../downolad_files/data/nasdaq_annual_reports\american-national-insurance-co\NASDAQ_ANAT_2019.pdf,american-national-insurance-co,,,
../downolad_files/data/nasdaq_annual_reports\american-national-insurance-co\NASDAQ_ANAT_2018.pdf,american-national-insurance-co,,,
../downolad_files/data/nasdaq_annual_reports\american-national-insurance-co\NASDAQ_ANAT_2020.pdf,american-national-insurance-co,"American National Group, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\american-public-education\NASDAQ_APEI_2017.pdf,american-public-education,"American Public Education, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\american-national-insurance-co\NASDAQ_ANAT_2021.pdf,american-national-insurance-co,"American National Group, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\american-national-bankshares-inc\NASDAQ_AMNB_2019.pdf,american-national-bankshares-inc,,,
../downolad_files/data/nasdaq_annual_reports\american-public-education\NASDAQ_APEI_2018.pdf,american-public-education,"American Public Education, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\american-public-education\NASDAQ_APEI_2019.pdf,american-public-education,"American Public Education, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\american-public-education\NASDAQ_APEI_2020.pdf,american-public-education,"American Public Education, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\american-public-education\NASDAQ_APEI_2021.pdf,american-public-education,"American Public Education, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\american-resources-corporation\NASDAQ_AREC_2017.pdf,american-resources-corporation,AMERICAN RESOURCES CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\american-resources-corporation\NASDAQ_AREC_2019.pdf,american-resources-corporation,AMERICAN RESOURCES CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\american-resources-corporation\NASDAQ_AREC_2018.pdf,american-resources-corporation,AMERICAN RESOURCES CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\american-river-bankshares\NASDAQ_AMRB_2016.pdf,american-river-bankshares,,,
../downolad_files/data/nasdaq_annual_reports\american-river-bankshares\NASDAQ_AMRB_2017.pdf,american-river-bankshares,,,
../downolad_files/data/nasdaq_annual_reports\american-river-bankshares\NASDAQ_AMRB_2018.pdf,american-river-bankshares,,,
../downolad_files/data/nasdaq_annual_reports\american-resources-corporation\NASDAQ_AREC_2020.pdf,american-resources-corporation,AMERICAN RESOURCES CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\american-resources-corporation\NASDAQ_AREC_2021.pdf,american-resources-corporation,AMERICAN RESOURCES CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\american-river-bankshares\NASDAQ_AMRB_2019.pdf,american-river-bankshares,,,
../downolad_files/data/nasdaq_annual_reports\american-software-inc\NASDAQ_AMSWA_2019.pdf,american-software-inc,"AMERICAN SOFTWARE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\american-software-inc\NASDAQ_AMSWA_2020.pdf,american-software-inc,"AMERICAN SOFTWARE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\american-software-inc\NASDAQ_AMSWA_2022.pdf,american-software-inc,"AMERICAN SOFTWARE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\american-software-inc\NASDAQ_AMSWA_2021.pdf,american-software-inc,"AMERICAN SOFTWARE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\american-superconductor-corporation\NASDAQ_AMSC_2019.pdf,american-superconductor-corporation,American Superconductor Corporation,False,
../downolad_files/data/nasdaq_annual_reports\american-superconductor-corporation\NASDAQ_AMSC_2020.pdf,american-superconductor-corporation,American Superconductor Corporation,False,
../downolad_files/data/nasdaq_annual_reports\american-superconductor-corporation\NASDAQ_AMSC_2021.pdf,american-superconductor-corporation,American Superconductor Corporation,False,
../downolad_files/data/nasdaq_annual_reports\american-woodmark-corp\NASDAQ_AMWD_2019.pdf,american-woodmark-corp,American Woodmark Corporation,False,
../downolad_files/data/nasdaq_annual_reports\american-superconductor-corporation\NASDAQ_AMSC_2022.pdf,american-superconductor-corporation,American Superconductor Corporation,False,
../downolad_files/data/nasdaq_annual_reports\american-woodmark-corp\NASDAQ_AMWD_2020.pdf,american-woodmark-corp,,,
../downolad_files/data/nasdaq_annual_reports\american-virtual-cloud-technologies-inc\NASDAQ_AVCT_2020.pdf,american-virtual-cloud-technologies-inc,,,
../downolad_files/data/nasdaq_annual_reports\american-woodmark-corp\NASDAQ_AMWD_2021.pdf,american-woodmark-corp,American Woodmark Corporation,False,
../downolad_files/data/nasdaq_annual_reports\americas-car-mart-inc\NASDAQ_CRMT_2020.pdf,americas-car-mart-inc,"AMERICA’S CAR-MART, INC.",False,
../downolad_files/data/nasdaq_annual_reports\american-woodmark-corp\NASDAQ_AMWD_2022.pdf,american-woodmark-corp,,,
../downolad_files/data/nasdaq_annual_reports\american-virtual-cloud-technologies-inc\NASDAQ_AVCT_2021.pdf,american-virtual-cloud-technologies-inc,,,
../downolad_files/data/nasdaq_annual_reports\americas-car-mart-inc\NASDAQ_CRMT_2019.pdf,americas-car-mart-inc,"AMERICA’S CAR-MART, INC.",False,
../downolad_files/data/nasdaq_annual_reports\americas-car-mart-inc\NASDAQ_CRMT_2022.pdf,americas-car-mart-inc,"AMERICA’S CAR-MART, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ameris-bancorp\NASDAQ_ABCB_2020.pdf,ameris-bancorp,AMERIS BANCORP,False,
../downolad_files/data/nasdaq_annual_reports\ameris-bancorp\NASDAQ_ABCB_2019.pdf,ameris-bancorp,AMERIS BANCORP,False,
../downolad_files/data/nasdaq_annual_reports\americas-car-mart-inc\NASDAQ_CRMT_2021.pdf,americas-car-mart-inc,"AMERICA’S CAR-MART, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ameris-bancorp\NASDAQ_ABCB_2022.pdf,ameris-bancorp,AMERIS BANCORP,False,
../downolad_files/data/nasdaq_annual_reports\amerisafe-inc\NASDAQ_AMSF_2019.pdf,amerisafe-inc,"AMERISAFE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ameris-bancorp\NASDAQ_ABCB_2021.pdf,ameris-bancorp,,,
../downolad_files/data/nasdaq_annual_reports\amerisafe-inc\NASDAQ_AMSF_2020.pdf,amerisafe-inc,"AMERISAFE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amerisafe-inc\NASDAQ_AMSF_2021.pdf,amerisafe-inc,"AMERISAFE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ames-national-corporation\NASDAQ_ATLO_2019.pdf,ames-national-corporation,,,
../downolad_files/data/nasdaq_annual_reports\ames-national-corporation\NASDAQ_ATLO_2020.pdf,ames-national-corporation,,,
../downolad_files/data/nasdaq_annual_reports\ames-national-corporation\NASDAQ_ATLO_2021.pdf,ames-national-corporation,,,
../downolad_files/data/nasdaq_annual_reports\ames-national-corporation\NASDAQ_ATLO_2022.pdf,ames-national-corporation,,,
../downolad_files/data/nasdaq_annual_reports\amgen-inc\NASDAQ_AMGN_2019.pdf,amgen-inc,Amgen Inc.,False,
../downolad_files/data/nasdaq_annual_reports\amgen-inc\NASDAQ_AMGN_2021.pdf,amgen-inc,Amgen Inc.,False,
../downolad_files/data/nasdaq_annual_reports\amgen-inc\NASDAQ_AMGN_2020.pdf,amgen-inc,Amgen Inc.,False,
../downolad_files/data/nasdaq_annual_reports\amerisafe-inc\NASDAQ_AMSF_2022.pdf,amerisafe-inc,"AMERISAFE, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amgen-inc\NASDAQ_AMGN_2022.pdf,amgen-inc,Amgen Inc.,False,
../downolad_files/data/nasdaq_annual_reports\amicus-therapeutics-inc\NASDAQ_FOLD_2020.pdf,amicus-therapeutics-inc,"Amicus Therapeutics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\amicus-therapeutics-inc\NASDAQ_FOLD_2021.pdf,amicus-therapeutics-inc,"Amicus Therapeutics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\amicus-therapeutics-inc\NASDAQ_FOLD_2022.pdf,amicus-therapeutics-inc,"Amicus Therapeutics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\amicus-therapeutics-inc\NASDAQ_FOLD_2019.pdf,amicus-therapeutics-inc,"Amicus Therapeutics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\amkor-technology-inc\NASDAQ_AMKR_2020.pdf,amkor-technology-inc,"Amkor Technology, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\amkor-technology-inc\NASDAQ_AMKR_2018.pdf,amkor-technology-inc,"Amkor Technology, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\amkor-technology-inc\NASDAQ_AMKR_2019.pdf,amkor-technology-inc,"Amkor Technology, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\amkor-technology-inc\NASDAQ_AMKR_2021.pdf,amkor-technology-inc,"Amkor Technology, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\amphastar-pharmaceuticals-inc\NASDAQ_AMPH_2018.pdf,amphastar-pharmaceuticals-inc,"AMPHASTAR PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amphastar-pharmaceuticals-inc\NASDAQ_AMPH_2019.pdf,amphastar-pharmaceuticals-inc,"AMPHASTAR PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amphastar-pharmaceuticals-inc\NASDAQ_AMPH_2020.pdf,amphastar-pharmaceuticals-inc,"AMPHASTAR PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amphastar-pharmaceuticals-inc\NASDAQ_AMPH_2021.pdf,amphastar-pharmaceuticals-inc,"AMPHASTAR PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amtech-systems\NASDAQ_ASYS_2016.pdf,amtech-systems,,,
../downolad_files/data/nasdaq_annual_reports\amtech-systems\NASDAQ_ASYS_2018.pdf,amtech-systems,"AMTECH SYSTEMS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amtech-systems\NASDAQ_ASYS_2017.pdf,amtech-systems,"AMTECH SYSTEMS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amtech-systems\NASDAQ_ASYS_2019.pdf,amtech-systems,"AMTECH SYSTEMS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\amyris\NASDAQ_AMRS_2017.pdf,amyris,,,
../downolad_files/data/nasdaq_annual_reports\amyris\NASDAQ_AMRS_2016.pdf,amyris,,,
../downolad_files/data/nasdaq_annual_reports\amyris\NASDAQ_AMRS_2018.pdf,amyris,,,
../downolad_files/data/nasdaq_annual_reports\amyris\NASDAQ_AMRS_2019.pdf,amyris,,,
../downolad_files/data/nasdaq_annual_reports\amyris\NASDAQ_AMRS_2020.pdf,amyris,,,
../downolad_files/data/nasdaq_annual_reports\amtech-systems\NASDAQ_ASYS_2020.pdf,amtech-systems,"AMTECH SYSTEMS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\analog-devices-inc\NASDAQ_ADI_2020.pdf,analog-devices-inc,"Analog Devices, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\analog-devices-inc\NASDAQ_ADI_2021.pdf,analog-devices-inc,"Analog Devices, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\analog-devices-inc\NASDAQ_ADI_2018.pdf,analog-devices-inc,,,
../downolad_files/data/nasdaq_annual_reports\analog-devices-inc\NASDAQ_ADI_2019.pdf,analog-devices-inc,"Analog Devices, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\anaptysbio-inc\NASDAQ_ANAB_2016.pdf,anaptysbio-inc,"ANAPTYSBIO, INC.",False,
../downolad_files/data/nasdaq_annual_reports\anaptysbio-inc\NASDAQ_ANAB_2017.pdf,anaptysbio-inc,"ANAPTYSBIO, INC.",False,
../downolad_files/data/nasdaq_annual_reports\anaptysbio-inc\NASDAQ_ANAB_2018.pdf,anaptysbio-inc,"ANAPTYSBIO, INC.",False,
../downolad_files/data/nasdaq_annual_reports\andersons-inc\NASDAQ_ANDE_2018.pdf,andersons-inc,,,
../downolad_files/data/nasdaq_annual_reports\anavex-life-sciences-corp\NASDAQ_AVXL_2020.pdf,anavex-life-sciences-corp,,,
../downolad_files/data/nasdaq_annual_reports\anaptysbio-inc\NASDAQ_ANAB_2019.pdf,anaptysbio-inc,"ANAPTYSBIO, INC.",False,
../downolad_files/data/nasdaq_annual_reports\anaptysbio-inc\NASDAQ_ANAB_2020.pdf,anaptysbio-inc,"ANAPTYSBIO, INC.",False,
../downolad_files/data/nasdaq_annual_reports\andersons-inc\NASDAQ_ANDE_2020.pdf,andersons-inc,,,
../downolad_files/data/nasdaq_annual_reports\andersons-inc\NASDAQ_ANDE_2021.pdf,andersons-inc,,,
../downolad_files/data/nasdaq_annual_reports\andersons-inc\NASDAQ_ANDE_2019.pdf,andersons-inc,,,
../downolad_files/data/nasdaq_annual_reports\angi-homeservices-inc\NASDAQ_ANGI_2017.pdf,angi-homeservices-inc,ANGI HOMESERVICES INC.,False,
../downolad_files/data/nasdaq_annual_reports\angi-homeservices-inc\NASDAQ_ANGI_2018.pdf,angi-homeservices-inc,ANGI HOMESERVICES INC.,False,
../downolad_files/data/nasdaq_annual_reports\angi-homeservices-inc\NASDAQ_ANGI_2019.pdf,angi-homeservices-inc,ANGI HOMESERVICES INC.,False,
../downolad_files/data/nasdaq_annual_reports\angiodynamics-inc\NASDAQ_ANGO_2017.pdf,angiodynamics-inc,"AngioDynamics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\angiodynamics-inc\NASDAQ_ANGO_2018.pdf,angiodynamics-inc,"AngioDynamics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\ani-pharmaceuticals-inc\NASDAQ_ANIP_2019.pdf,ani-pharmaceuticals-inc,"ANI PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ani-pharmaceuticals-inc\NASDAQ_ANIP_2020.pdf,ani-pharmaceuticals-inc,"ANI PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\angiodynamics-inc\NASDAQ_ANGO_2019.pdf,angiodynamics-inc,"AngioDynamics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\ani-pharmaceuticals-inc\NASDAQ_ANIP_2021.pdf,ani-pharmaceuticals-inc,"ANI PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\angiodynamics-inc\NASDAQ_ANGO_2020.pdf,angiodynamics-inc,"AngioDynamics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\anika-therapeutics-inc\NASDAQ_ANIK_2020.pdf,anika-therapeutics-inc,"Anika Therapeutics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\anika-therapeutics-inc\NASDAQ_ANIK_2019.pdf,anika-therapeutics-inc,"Anika Therapeutics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\ani-pharmaceuticals-inc\NASDAQ_ANIP_2022.pdf,ani-pharmaceuticals-inc,"ANI PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\anika-therapeutics-inc\NASDAQ_ANIK_2022.pdf,anika-therapeutics-inc,"Anika Therapeutics, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\anixa-biosciences-inc\NASDAQ_ANIX_2019.pdf,anixa-biosciences-inc,"ANIXA BIOSCIENCES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\anixa-biosciences-inc\NASDAQ_ANIX_2021.pdf,anixa-biosciences-inc,"ANIXA BIOSCIENCES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\anixa-biosciences-inc\NASDAQ_ANIX_2022.pdf,anixa-biosciences-inc,"ANIXA BIOSCIENCES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\anixa-biosciences-inc\NASDAQ_ANIX_2020.pdf,anixa-biosciences-inc,"ANIXA BIOSCIENCES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\anpac-bio-medical-science-co-ltd\NASDAQ_ANPC_2019.pdf,anpac-bio-medical-science-co-ltd,"AnPac Bio-Medical Science Co., Ltd.",False,
../downolad_files/data/nasdaq_annual_reports\ansys-inc\NASDAQ_ANSS_2019.pdf,ansys-inc,"ANSYS, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\anpac-bio-medical-science-co-ltd\NASDAQ_ANPC_2020.pdf,anpac-bio-medical-science-co-ltd,"AnPac Bio-Medical Science Co., Ltd.",False,
../downolad_files/data/nasdaq_annual_reports\ansys-inc\NASDAQ_ANSS_2020.pdf,ansys-inc,"ANSYS, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\anpac-bio-medical-science-co-ltd\NASDAQ_ANPC_2021.pdf,anpac-bio-medical-science-co-ltd,"AnPac Bio-Medical Science Co., Ltd.",False,
../downolad_files/data/nasdaq_annual_reports\ansys-inc\NASDAQ_ANSS_2021.pdf,ansys-inc,"ANSYS, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\antares-pharma-inc\AMEX_ATRS_2012.pdf,antares-pharma-inc,"ANTARES PHARMA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\antares-pharma-inc\AMEX_ATRS_2013.pdf,antares-pharma-inc,"ANTARES PHARMA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\antares-pharma-inc\AMEX_ATRS_2014.pdf,antares-pharma-inc,"ANTARES PHARMA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\ansys-inc\NASDAQ_ANSS_2022.pdf,ansys-inc,"ANSYS, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\antares-pharma-inc\NASDAQ_ATRS_2015.pdf,antares-pharma-inc,"ANTARES PHARMA, INC.",False,
../downolad_files/data/nasdaq_annual_reports\anterix-inc\NASDAQ_ATEX_2021.pdf,anterix-inc,Anterix Inc.,False,
../downolad_files/data/nasdaq_annual_reports\anterix-inc\NASDAQ_ATEX_2020.pdf,anterix-inc,Anterix Inc.,False,
../downolad_files/data/nasdaq_annual_reports\anterix-inc\NASDAQ_ATEX_2022.pdf,anterix-inc,Anterix Inc.,False,
../downolad_files/data/nasdaq_annual_reports\apellis-pharmaceuticals-inc\NASDAQ_APLS_2019.pdf,apellis-pharmaceuticals-inc,"APELLIS PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apellis-pharmaceuticals-inc\NASDAQ_APLS_2020.pdf,apellis-pharmaceuticals-inc,"APELLIS PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apellis-pharmaceuticals-inc\NASDAQ_APLS_2021.pdf,apellis-pharmaceuticals-inc,"APELLIS PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apogee-enterprises-inc\NASDAQ_APOG_2019.pdf,apogee-enterprises-inc,"APOGEE ENTERPRISES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apellis-pharmaceuticals-inc\NASDAQ_APLS_2022.pdf,apellis-pharmaceuticals-inc,"APELLIS PHARMACEUTICALS, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apogee-enterprises-inc\NASDAQ_APOG_2020.pdf,apogee-enterprises-inc,"APOGEE ENTERPRISES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apogee-enterprises-inc\NASDAQ_APOG_2021.pdf,apogee-enterprises-inc,"APOGEE ENTERPRISES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apogee-enterprises-inc\NASDAQ_APOG_2022.pdf,apogee-enterprises-inc,"APOGEE ENTERPRISES, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apollo-endosurgery-inc\NASDAQ_APEN_2017.pdf,apollo-endosurgery-inc,"APOLLO ENDOSURGERY, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apollo-endosurgery-inc\NASDAQ_APEN_2018.pdf,apollo-endosurgery-inc,"APOLLO ENDOSURGERY, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apollo-endosurgery-inc\NASDAQ_APEN_2019.pdf,apollo-endosurgery-inc,"APOLLO ENDOSURGERY, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apollo-investment-corporation\NASDAQ_AINV_2019.pdf,apollo-investment-corporation,APOLLO INVESTMENT CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\apollo-investment-corporation\NASDAQ_AINV_2020.pdf,apollo-investment-corporation,APOLLO INVESTMENT CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\apollo-endosurgery-inc\NASDAQ_APEN_2020.pdf,apollo-endosurgery-inc,"APOLLO ENDOSURGERY, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apollo-endosurgery-inc\NASDAQ_APEN_2021.pdf,apollo-endosurgery-inc,"APOLLO ENDOSURGERY, INC.",False,
../downolad_files/data/nasdaq_annual_reports\apollo-investment-corporation\NASDAQ_AINV_2022.pdf,apollo-investment-corporation,APOLLO INVESTMENT CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\apollo-investment-corporation\NASDAQ_AINV_2021.pdf,apollo-investment-corporation,APOLLO INVESTMENT CORPORATION,False,
../downolad_files/data/nasdaq_annual_reports\apollo-medical-holdings-inc\NASDAQ_AMEH_2017.pdf,apollo-medical-holdings-inc,"Apollo Medical Holdings, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\apollo-medical-holdings-inc\NASDAQ_AMEH_2019.pdf,apollo-medical-holdings-inc,"Apollo Medical Holdings, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\apollo-medical-holdings-inc\NASDAQ_AMEH_2018.pdf,apollo-medical-holdings-inc,"Apollo Medical Holdings, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\appfolio-inc\NASDAQ_APPF_2017.pdf,appfolio-inc,"AppFolio, Inc.",False,
../downolad_files/data/nasdaq_annual_reports\apollo-medical-holdings-inc\NASDAQ_AMEH_2020.pdf,apollo-medical-holdings-inc,"Apollo Medical Holdings, Inc.",False,
